,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.731068119001443,0.45960634675260126,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.78854831752354,0.5484783873919299,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.090386185803063,0.4257255415056812,0.02148151397705078,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.507972373021715,0.48064248219727024,0.02148151397705078,0,0.3436071391034992,0.5471681173810513,0.5666655697098625,0.5368807349413818,0.5336345259791724,0.4123662049877347,0.49643367113147496,0.6234465710803244
4,abalone,001 knn,003 feature importance selection,5.3089017953200655,0.49941323740459254,1.0702736377716064,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.3859570306970355,0.49214754813296435,1.0702736377716064,0,0.030782216462761233,0.049034738784738206,0.05058778929588725,0.0561731916325823,0.08498430826464404,0.17010269895850844,0.0708726468455561,0.4874624097553225
6,abalone,001 knn,004 l1,6.085750686560402,0.42616263182084624,0.007923126220703125,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.406730570163641,0.4901887703536497,0.22177362442016602,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.3849347767617,0.4922439384614671,0.22177362442016602,0,0.0,0.7335409882486196,0.6975789324649583,0.4161121336542546,1.0,0.9960356788899901,0.9878238708763981,0.931757043749115
9,abalone,001 knn,006 forward selection,5.39986611629767,0.49083603317188107,2.9757096767425537,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.396456671491464,0.49115751640958016,4.20750093460083,0,False,False,False,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.39986611629767,0.49083603317188107,4.990721702575684,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.379596747508564,0.49274727170918753,33.00415825843811,46,False,True,True,True,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,5.115936761239772,0.5176082889290938,83.44364047050476,323,0.17990860991471092,0.8597057504196906,0.6199483088130671,0.5633063459723712,0.053407365596800455,0.450283035959797,0.0424933297797684,0.14916769286521483
