,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3467.270363338545,0.3721272350801874,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3631.3656792375186,0.34241193488517385,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3525.389360434815,0.36160272110312763,0.021544218063354492,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3567.8389546571357,0.35391571048638726,0.021544218063354492,0,0.17180126541280144,0.0291026426199437,0.6261408844357806,0.45396872587388315,0.2222043300375453,0.1901988673417699,0.40509861120576834,0.4487877819684153,0.5661317655946628,0.3715457185273324
4,diabetes,001 knn,003 feature importance selection,3650.1105651105645,0.33901750581334245,0.2318258285522461,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3348.6730511503238,0.39360350157011215,0.2318258285522461,0,0.05821911977553046,0.010386405127601464,0.3838059263444402,0.0956557312183164,0.04306845270435128,0.05261801694464303,0.050171490781018326,0.039255022619365754,0.2084158262641216,0.058404008220611495
6,diabetes,001 knn,004 l1,3406.145298190753,0.38319610472071186,0.0067942142486572266,0,False,True,True,True,True,False,True,False,True,True
7,diabetes,001 knn,005 relieff selection,3433.3020623929706,0.3782784055397619,0.056177377700805664,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3381.8722917132004,0.387591596878209,0.056177377700805664,0,0.8903654485049833,0.0,0.973421926910299,0.9302325581395349,0.9534883720930233,1.0,0.8837209302325582,0.10132890365448505,0.978405315614618,0.925249169435216
9,diabetes,001 knn,006 forward selection,4856.9392264165,0.12047820285889088,4.6127355098724365,0,False,False,True,False,False,True,False,True,False,False
10,diabetes,001 knn,007 backward selection,3432.5560457151364,0.378413498424107,3.9430930614471436,0,False,True,True,True,True,False,True,True,True,False
11,diabetes,001 knn,008 stepwise selection,3425.741363264089,0.3796475393451242,4.627752065658569,0,False,True,True,True,False,True,True,False,True,False
12,diabetes,001 knn,009 bayesian selection,3363.964820192093,0.3908343822622292,31.41061305999756,118,True,True,True,True,False,False,True,True,True,True
13,diabetes,001 knn,013 bayesian weighting,3266.90142208324,0.4084111668093786,80.75056409835815,418,0.348035537043341,0.4738066015132872,0.4537626703374318,0.5823894973834997,0.6261826022162267,0.4610338147603811,0.9851484571407028,0.12556825593694088,0.45244131683639915,0.7690000374758914
