,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3599.6884446429895,0.43096629855074386,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3359.7220722288603,0.46889984619467207,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3505.925191720646,0.44578826208753974,0.02200913429260254,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3265.0250353659444,0.48386942098733876,0.02200913429260254,0,0.16912624839316504,0.017744947427046416,0.5830015490740116,0.4207658179678505,0.24914720021586514,0.19294590436891443,0.3276445053947164,0.38954464631647234,0.5664662556680315,0.363549486783189
4,diabetes,001 knn,003 feature importance selection,3867.4947137219856,0.3886318590822052,0.2214946746826172,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3320.6808502717595,0.4750714278137458,0.2214946746826172,0,0.0654895226856293,0.013763056714969926,0.2793614954066821,0.09260151627894272,0.04245236549951157,0.05364168365075713,0.060319221935619824,0.023403668963684964,0.2986215238295048,0.07034594503469763
6,diabetes,001 knn,004 l1,3349.876237808056,0.4704562618929985,0.015545129776000977,0,False,True,True,True,True,False,True,False,True,True
7,diabetes,001 knn,005 relieff selection,3347.295677909314,0.47086419318304606,0.03691673278808594,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3344.8945722582093,0.4712437565972777,0.03691673278808594,0,0.8908794788273615,0.0,0.9853420195439739,0.9136807817589576,0.9641693811074918,1.0,0.8615635179153095,0.10097719869706841,0.9706840390879479,0.8925081433224755
9,diabetes,001 knn,006 forward selection,3503.83564142655,0.4461185752678327,4.624444246292114,0,False,False,True,False,False,False,False,True,True,False
10,diabetes,001 knn,007 backward selection,3520.95497356861,0.44341237524943033,3.9271786212921143,0,True,True,True,False,False,True,True,False,True,True
11,diabetes,001 knn,008 stepwise selection,3482.415363710818,0.4495046627312612,3.454202175140381,0,False,False,True,False,False,False,True,True,True,True
12,diabetes,001 knn,009 bayesian selection,3319.335027175936,0.47528417364147213,31.032694816589355,149,True,True,True,True,True,False,False,True,True,False
13,diabetes,001 knn,013 bayesian weighting,3012.8603789740146,0.5237312562566994,80.41466450691223,333,0.7132419750452846,0.27780293010145973,0.163515122642247,0.9236761777301723,0.37669832091190153,0.018139935713087488,0.5010847062121017,0.0495034867757797,0.14739073700997463,0.5430170316401349
