,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,2926.060177946542,0.45750959662307367,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3258.3223808511934,0.39590831520064373,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,2945.5115590797413,0.45390331822978613,0.021773338317871094,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,2964.8715471670016,0.4503139840711835,0.021773338317871094,0,0.17548550792653098,0.07607206302255246,0.6106455815200846,0.44472260832411165,0.1951428026440628,0.16552087699282242,0.41028007063959016,0.4283371517433848,0.5468170057739549,0.3756138495045057
4,diabetes,001 knn,003 feature importance selection,2928.763885786613,0.45700833025547527,0.21140027046203613,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3236.4406410542774,0.39996518113200275,0.21140027046203613,0,0.06487490578526466,0.008814655939255593,0.36604918310832446,0.09083899245824945,0.04367303744630093,0.05237872214522525,0.04824929337618188,0.023117928835923052,0.22574493438874776,0.07625834651652708
6,diabetes,001 knn,004 l1,3221.7615032387757,0.4026866874956707,0.0064029693603515625,0,False,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3313.7958640458633,0.38562355328705966,0.06065011024475098,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3242.300610527883,0.3988787451019197,0.06065011024475098,0,0.9131147540983606,0.0,0.9836065573770492,0.9311475409836065,0.9655737704918033,1.0,0.8655737704918033,0.060655737704918035,0.980327868852459,0.9327868852459016
9,diabetes,001 knn,006 forward selection,3202.1662013252917,0.4063196487448816,8.118646621704102,0,False,False,True,True,False,False,True,True,True,False
10,diabetes,001 knn,007 backward selection,3236.3055617601076,0.3999902247798862,2.2056915760040283,0,True,True,True,True,True,True,True,True,True,False
11,diabetes,001 knn,008 stepwise selection,3229.1509567418652,0.4013166857295283,3.489335060119629,0,False,False,True,True,False,True,False,True,True,False
12,diabetes,001 knn,009 bayesian selection,2896.530061052788,0.4629844686527743,30.95801067352295,39,False,False,False,True,True,True,True,True,True,True
13,diabetes,001 knn,013 bayesian weighting,2586.271294021294,0.5205063217392893,80.3599636554718,480,0.28424618732820983,0.4756875627523906,0.06261768133799046,0.7017032771065559,0.8846733070688836,0.4306457350525593,0.9517532280135501,0.6886795100413834,0.5118284099632705,0.8951511271969232
