,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,2908.003462139826,0.41256675964145073,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3064.1964507094267,0.38101488750949297,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3070.7564403246224,0.379689732293365,0.02178359031677246,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,2809.554538009083,0.432454002302909,0.02178359031677246,0,0.2154386835062229,0.06837549924324735,0.6009693691130839,0.4696672543819088,0.25064161432187176,0.21934214953284434,0.3998389314219559,0.4519793664245925,0.5822687618114504,0.3870034311831613
4,diabetes,001 knn,003 feature importance selection,3711.232800982801,0.25030986434862923,0.2285020351409912,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3211.248175861813,0.3513096025842072,0.2285020351409912,0,0.06093389660474967,0.012432685900254955,0.23268645062611903,0.0917866849271517,0.04695209997235088,0.05237954628854237,0.05242387647493547,0.025386417314005934,0.35107685145050244,0.07394149044138772
6,diabetes,001 knn,004 l1,3133.31148090239,0.3670532582775057,0.017091035842895508,0,False,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3154.6856153674335,0.36273556153741293,0.03195548057556152,0,False,False,True,True,True,True,True,False,True,True
8,diabetes,001 knn,012 relieff weighting,3198.569596455961,0.3538707477411811,0.03195548057556152,0,0.8968903436988543,0.0,0.9754500818330606,0.9263502454991817,0.9574468085106383,1.0,0.9083469721767594,0.05073649754500818,0.972176759410802,0.9296235679214403
9,diabetes,001 knn,006 forward selection,3217.6174335492515,0.3500229763023879,5.763390064239502,0,False,False,True,True,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3224.541731814459,0.3486242286667345,5.2490074634552,0,False,True,True,True,False,False,True,False,True,False
11,diabetes,001 knn,008 stepwise selection,3242.3878899560723,0.34501920321144675,4.595143795013428,0,True,False,True,True,False,False,False,False,True,False
12,diabetes,001 knn,009 bayesian selection,3017.6902687811785,0.39040940079068165,31.28967022895813,7,False,False,True,True,True,True,True,True,False,True
13,diabetes,001 knn,013 bayesian weighting,2640.0781773509048,0.46668919115387086,81.01861190795898,466,0.6928618378154522,0.0014641867603680525,0.6128976224277394,0.6506454070272503,0.7128296203104982,0.6517203636850385,0.794894699899359,0.08539991949936165,0.110151682546832,0.3367459926522641
