,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,6.259358720732709,0.4299546468183265,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,5.081303751943402,0.5372411582187014,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.618938715636589,0.397207377595186,0.021880626678466797,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,6.112803488894708,0.44330156183327807,0.021880626678466797,0,0.3565630888987954,0.5599129539826484,0.5767340611015724,0.539333838651508,0.5439133091917807,0.42734799942431084,0.5083886470547955,0.6286870441936969
4,abalone,001 knn,003 feature importance selection,5.866157261261006,0.46576385265496834,1.0648226737976074,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,6.081679365674812,0.44613606335411105,1.0648226737976074,0,0.026914356650249136,0.051822636448519796,0.05359530766564261,0.04880573468606778,0.0818224990550636,0.15447342676411135,0.0756715391420114,0.5068944995883343
6,abalone,001 knn,004 l1,6.66013059245916,0.3934559968197461,0.015362024307250977,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,6.090772995349792,0.44530789843002583,0.22980141639709473,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,6.0639585648410295,0.4477499124112829,0.22980141639709473,0,0.0,0.7317246273953159,0.6831795599716111,0.4086586231369766,0.9997161107168204,1.0,0.9798438608942512,0.9171043293115685
9,abalone,001 knn,006 forward selection,6.0688565230316245,0.4473038510124725,2.965062379837036,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,6.064317217448544,0.4477172496000523,3.7821033000946045,0,False,True,False,False,True,True,False,True
11,abalone,001 knn,008 stepwise selection,6.063401066292008,0.4478006842988602,3.0254809856414795,0,False,True,True,True,False,True,True,True
12,abalone,001 knn,009 bayesian selection,6.060935465091588,0.44802522878812934,32.996514320373535,38,False,True,True,False,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,5.6975599015104335,0.4811181638188542,83.71804070472717,393,0.09449953762149761,0.17708156806200542,0.18533724082875067,0.8165808226831867,0.0011404887246826284,0.2521868608887855,0.1042426837388497,0.0634232389157493
