,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3306.655554314646,0.4416626261175024,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3180.630990596255,0.4629422008404881,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3386.065799270345,0.42825400012073744,0.021534204483032227,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3406.1945685354767,0.4248552051793303,0.021534204483032227,0,0.17752895426872486,0.008949042180891797,0.5808928105714064,0.44333385520323526,0.22209627994189013,0.18795711024469558,0.39148660364661625,0.44323809132719416,0.5732647288500918,0.4022093659527556
4,diabetes,001 knn,003 feature importance selection,4009.976081453355,0.3229051294051871,0.22516202926635742,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3375.3823617005437,0.43005792628685324,0.22516202926635742,0,0.048935054834614036,0.014550132282500633,0.25041908738907753,0.10745229392140222,0.038609298787528605,0.04947550001263023,0.05379826570340041,0.025117639236517702,0.32570174656977463,0.0859409812625539
6,diabetes,001 knn,004 l1,3364.900882287246,0.4318277512939931,0.0068721771240234375,0,True,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3392.0672883627426,0.42724063310860294,0.03229570388793945,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3359.4494266994266,0.43274824372108267,0.03229570388793945,0,0.9032786885245901,0.0,0.9737704918032787,0.921311475409836,0.9573770491803278,1.0,0.8868852459016393,0.014754098360655738,0.9836065573770492,0.9098360655737705
9,diabetes,001 knn,006 forward selection,3388.820489911398,0.4277888634552697,6.968242883682251,0,True,False,True,False,False,True,True,False,True,False
10,diabetes,001 knn,007 backward selection,3292.7787953242496,0.44400575289482536,3.157452344894409,0,True,True,True,True,False,True,True,True,True,False
11,diabetes,001 knn,008 stepwise selection,3388.820489911398,0.4277888634552697,5.761526107788086,0,True,False,True,False,False,True,True,False,True,False
12,diabetes,001 knn,009 bayesian selection,3246.9076576576576,0.451751213563793,30.986191987991333,47,False,True,True,True,False,False,True,True,True,False
13,diabetes,001 knn,013 bayesian weighting,2839.304444940809,0.5205760741022423,80.52883505821228,239,0.14483024404416314,0.041229793298254824,0.5132086223599928,0.4412832923819569,0.9783404359967599,0.9775357766888851,0.8226287256681499,0.7703206740576906,0.13354327068984084,0.11179166548065869
