,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,6.358808255888848,0.41522163578826343,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.883782952444192,0.5508701487498664,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.7194563122858915,0.3820551725157323,0.007711172103881836,0,True,False,False,True,False,False,False,True
3,abalone,001 knn,010 correlation weighting,6.090860319462926,0.4398630701029326,0.007711172103881836,0,0.3423409844972697,0.5668612988406675,0.5859363079955155,0.6195913920383244,0.5537226035585079,0.43598594589112855,0.5164706186652273,0.6376760239321105
4,abalone,001 knn,003 feature importance selection,5.889642360422978,0.45836778108056486,1.058748722076416,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.98689401754622,0.44942417676339697,1.058748722076416,0,0.027114866446240938,0.051796292589852834,0.04968239178560372,0.05264000613999892,0.0832909973277611,0.1582713154665738,0.07273639929096876,0.5044677309529999
6,abalone,001 knn,004 l1,6.75079976324283,0.3791727185649665,0.016147136688232422,0,False,False,False,True,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.991801486721779,0.4489728686437905,0.2322697639465332,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.96202281397752,0.4517114200884984,0.2322697639465332,0,0.0,0.7510445180809682,0.6997550785189454,0.36320414925803196,1.0,0.9959659991355713,0.9798299956778562,0.9196081256303127
9,abalone,001 knn,006 forward selection,5.971175544470711,0.450869702812164,2.9839580059051514,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.966125145097817,0.4513341552952471,2.682579517364502,0,False,True,True,True,True,True,False,True
11,abalone,001 knn,008 stepwise selection,5.968901401609524,0.45107884098536133,2.9725403785705566,0,False,True,False,False,True,True,False,True
12,abalone,001 knn,009 bayesian selection,5.950562099211516,0.4527653877132265,32.77387475967407,36,False,True,True,False,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,5.630336547308966,0.4822144553505394,83.9144995212555,331,0.7507763599776036,0.6956075939958994,0.846483360439721,0.45009644709547797,0.028156532562059244,0.8015798399920804,0.07678159009151601,0.24609974042078414
