,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3645.9425024197753,0.37522550130372967,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3213.438803353629,0.4493400221961995,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3551.1195368922645,0.3914745153002547,0.021843910217285156,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3484.97883627429,0.402808490820875,0.021843910217285156,0,0.24242612679074543,0.06397490691315257,0.6031093019544193,0.49136241907615513,0.24951481391402258,0.21838994362143882,0.37830523629925406,0.45096410748488486,0.5539061125440727,0.38688307181406634
4,diabetes,001 knn,003 feature importance selection,3864.9100960464593,0.33770286663572713,0.20531058311462402,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3088.589345543891,0.47073442360648243,0.20531058311462402,0,0.06117063019944151,0.011155719901061375,0.3313679306209772,0.13293624165661796,0.045713867692888474,0.05329374376924571,0.048468057592811926,0.03349342924504666,0.2240784528275336,0.05832192649437543
6,diabetes,001 knn,004 l1,3066.629811629811,0.4744974442201283,0.006581544876098633,0,True,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3116.498417839326,0.4659518806451258,0.060071468353271484,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3130.258059712605,0.46359400655689975,0.060071468353271484,0,0.9101307189542484,0.0,0.9689542483660131,0.9117647058823529,0.9722222222222222,1.0,0.8937908496732027,0.05228758169934641,0.9869281045751634,0.9183006535947712
9,diabetes,001 knn,006 forward selection,4263.085306380761,0.26947093010222745,3.4643301963806152,0,False,False,True,False,False,False,False,True,False,False
10,diabetes,001 knn,007 backward selection,3106.6928188519096,0.46763218366353987,3.946876049041748,0,True,True,True,True,False,False,True,True,True,False
11,diabetes,001 knn,008 stepwise selection,3152.0915233415235,0.45985258954757835,6.915327548980713,0,False,False,True,True,False,False,True,False,True,False
12,diabetes,001 knn,009 bayesian selection,2999.218245104609,0.48604919734134744,31.004605531692505,36,False,True,True,False,True,True,True,True,True,True
13,diabetes,001 knn,013 bayesian weighting,2862.8617377708288,0.5094154650367091,80.02316546440125,456,0.9787117257845148,0.4781358672753777,0.5644939700668148,0.5483340074208648,0.25942396796478984,0.11151266295458884,0.20763826263088633,0.776550618981528,0.9522771895704112,0.6831066177523502
