,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3735.16850941851,0.34677858482724844,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3753.136949120248,0.3436361912295247,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3675.726416499144,0.3571740590768595,0.021871328353881836,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3626.692986374805,0.36574922416936595,0.021871328353881836,0,0.17414272216496104,0.030990342707148275,0.6131121009006434,0.46919833548250606,0.19074201052999215,0.15502688415108468,0.4016745918464661,0.4249144211546936,0.5654427255250274,0.39476614868707743
4,diabetes,001 knn,003 feature importance selection,3757.82389621026,0.34281651891668063,0.2278733253479004,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3197.732428709702,0.4407675859446727,0.2278733253479004,0,0.058923501809363454,0.009395200162645122,0.37334977224781135,0.10301854355373993,0.03727996181156567,0.04599363358122518,0.05293886349253413,0.023303271107527546,0.21422254941322838,0.08157470282035924
6,diabetes,001 knn,004 l1,3180.1017608517614,0.44385090863267573,0.00647425651550293,0,True,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3275.931706499889,0.42709177914377816,0.058381080627441406,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3182.047502047502,0.4435106295223127,0.058381080627441406,0,0.9064039408866995,0.0,0.9885057471264368,0.8998357963875205,0.9425287356321839,1.0,0.8883415435139573,0.027914614121510674,0.9901477832512315,0.9392446633825944
9,diabetes,001 knn,006 forward selection,4114.162422753332,0.280498592429001,4.574895620346069,0,False,False,True,True,False,False,True,False,False,False
10,diabetes,001 knn,007 backward selection,3185.178486337577,0.44296307029340787,3.129265546798706,0,True,False,True,True,False,True,True,True,True,True
11,diabetes,001 knn,008 stepwise selection,4003.6067865386044,0.2998330103974024,4.630285024642944,0,True,False,True,True,True,False,True,False,False,True
12,diabetes,001 knn,009 bayesian selection,3176.6505658551114,0.44445446760841256,30.77628755569458,80,True,True,True,True,False,False,True,True,True,True
13,diabetes,001 knn,013 bayesian weighting,3091.4944345171616,0.4593469171680369,80.06269645690918,407,0.08858792123418441,0.5496059108038948,0.7241334617244555,0.6618738892802786,0.946293459994678,0.018058680341905373,0.8432749249832769,0.8995763586814229,0.8800983284599079,0.30066764607655694
