,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,6.5231176654822915,0.4323055246710782,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.883977540515826,0.5749567600086553,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.880288417301322,0.40122163611427875,0.020769357681274414,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,6.23353248156196,0.45750757030005684,0.020769357681274414,0,0.35847215804509214,0.5556634718398816,0.573642904910212,0.5374840048658308,0.5378925767702144,0.4217958278530643,0.4988697963697706,0.624993805252985
4,abalone,001 knn,003 feature importance selection,5.900881668306391,0.48645753542151193,1.0638940334320068,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,6.013934875852892,0.47661873063005833,1.0638940334320068,0,0.029522617609806748,0.04644411812986037,0.053632074533659806,0.05444808031846294,0.08273496580120845,0.1630937549042896,0.07280699611822695,0.49731739258448526
6,abalone,001 knn,004 l1,6.683590609163104,0.41833987078606105,0.015414714813232422,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,6.034334987507432,0.47484334786429017,0.2334733009338379,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,6.012210246737068,0.47676882180903946,0.2334733009338379,0,0.0,0.7188068897913458,0.6921999719927181,0.41324744433552724,0.9983195630864025,1.0,0.9792746113989638,0.9269009942585072
9,abalone,001 knn,006 forward selection,6.012074969564848,0.47678059472304246,2.999403238296509,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,6.0069170297061225,0.47722948038048996,4.18703293800354,0,False,False,False,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,6.012074969564848,0.47678059472304246,6.998574256896973,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.999533165468136,0.47787208398653336,33.175543785095215,3,False,True,False,False,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,5.747573836209337,0.49979962332630157,84.21102619171143,469,0.8247450068573998,0.4231880003111969,0.3182316756966587,0.9991443925019414,0.06353875283380106,0.7903718068919815,0.08692562753642048,0.24526654180856267
