,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9555555555555556,0.9555555555555556,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,0.9777777777777777,0.9777777777777777,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.8,0.8000000000000002,0.13939380645751953,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,0.9111111111111111,0.9111111111111111,0.13939380645751953,0,0.15908734300908223,0.024954070219485612,0.00841569219587189,0.035465338971473394,0.020527202449607814,0.05145929465066931,0.18545591556939095,0.015297816855109597,0.018787531155656356,0.14077532438760568,0.05900939223090828,0.1327358860600207,0.1480291922451182
4,wine,001 knn,004 l1,0.9333333333333333,0.9333333333333333,0.0038993358612060547,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.8666666666666667,0.8666666666666667,0.0348050594329834,0,False,False,True,True,True,True,False,True,True,False,True,True,True
6,wine,001 knn,012 relieff weighting,0.9333333333333333,0.9333333333333333,0.0348050594329834,0,0.027972027972028024,0.0,0.0699300699300699,0.17249417249417254,0.07459207459207462,0.03263403263403264,0.023310023310023298,0.1165501165501166,0.046620046620046596,0.023310023310023298,0.10256410256410253,0.06060606060606055,0.027972027972028024
7,wine,001 knn,006 forward selection,0.8888888888888888,0.8888888888888888,6.093474388122559,0,True,False,True,False,False,False,True,False,False,False,False,False,False
8,wine,001 knn,007 backward selection,0.9333333333333333,0.9333333333333333,2.9834301471710205,0,True,True,False,True,True,True,True,True,True,True,True,True,True
9,wine,001 knn,008 stepwise selection,0.9111111111111111,0.9111111111111111,6.129574298858643,0,True,True,True,True,False,True,False,True,True,False,False,True,True
10,wine,001 knn,009 bayesian selection,1.0,1.0,32.80075478553772,70,True,False,True,False,False,False,True,True,True,False,True,False,True
11,wine,001 knn,013 bayesian weighting,1.0,1.0,84.78935384750366,20,0.2607593184583755,0.7229014606448158,0.8372353749057115,0.43805599700276093,0.8387926186332828,0.47363114373786014,0.8676111208603529,0.964637583541233,0.037657887229717114,0.8655670639688715,0.36522344236058346,0.012021767623237969,0.9125423624565745
