,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.698268646838991,0.4361643202192884,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.851997615194942,0.5199016502713634,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.165436262244841,0.38993874077946844,0.025634765625,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.530717517553297,0.4527432691481409,0.025634765625,0,0.3527003498012244,0.5597053257106896,0.5774073534039275,0.5434782348369408,0.5433863808368484,0.42574451481183545,0.5043245837797362,0.6320786692507052
4,abalone,001 knn,003 feature importance selection,5.339092669729056,0.4717042787165109,1.0740375518798828,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.486995010935421,0.45706954977274483,1.0740375518798828,0,0.02534952554603806,0.052573713794652116,0.05475607636002255,0.05609740766045472,0.07701815722813272,0.15992923176783144,0.07041807626050162,0.5038578113823668
6,abalone,001 knn,004 l1,6.166626042227004,0.38982101372119704,0.0062139034271240234,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.494228269832395,0.45635382896350074,0.22710847854614258,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.463171652487189,0.4594268376329389,0.22710847854614258,0,0.0,0.744674767691208,0.6940671908506075,0.41358112937812724,1.0,0.9954253037884203,0.985132237312366,0.936240171551108
9,abalone,001 knn,006 forward selection,5.471495644411258,0.45860319032252295,2.974043607711792,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.471495644411258,0.45860319032252295,4.440937042236328,0,False,False,False,False,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.471495644411258,0.45860319032252295,3.018693685531616,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.460284028977096,0.4597125639237952,32.931445360183716,90,True,True,False,False,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,5.11599814027066,0.49377916908559016,83.78701734542847,299,0.8749793071348076,0.4018879244249042,0.013076869614381453,0.8698076317839166,0.2253604091494549,0.7439887486311542,0.1056282644362537,0.18457349844844984
