,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3414.8899560717737,0.4378970684519242,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3472.7433920530134,0.42837418883252,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3425.2551932097376,0.4361909138594222,0.02184295654296875,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3432.970162311072,0.43492100273360335,0.02184295654296875,0,0.1869933711207069,0.06780058166315321,0.581995029909919,0.4263635838404441,0.23726636735049614,0.19924814887823022,0.39922988159442085,0.4443860804770502,0.5718830220050904,0.345001730847958
4,diabetes,001 knn,003 feature importance selection,3821.5787357605536,0.37095466086882956,0.2341327667236328,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3199.9406038269676,0.47327848998685174,0.2341327667236328,0,0.06290504450401262,0.009954900329029449,0.25519877620793097,0.10959495915281524,0.04631764992768857,0.056921091121721286,0.06401797396223335,0.027945546877275223,0.3064815280639471,0.06066252985334627
6,diabetes,001 knn,004 l1,3156.5534211897852,0.4804201732813922,0.016973257064819336,0,True,True,True,True,False,True,True,True,True,False
7,diabetes,001 knn,005 relieff selection,3118.3096753778573,0.48671522873289863,0.032253265380859375,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3139.821550889733,0.4831742981483499,0.032253265380859375,0,0.9013157894736842,0.0,0.9884868421052632,0.912828947368421,0.9736842105263158,1.0,0.8865131578947368,0.04276315789473684,0.9819078947368421,0.9457236842105263
9,diabetes,001 knn,006 forward selection,3199.2209440845804,0.4733969485187858,6.949497938156128,0,True,False,True,False,False,True,True,False,True,False
10,diabetes,001 knn,007 backward selection,3119.475523043705,0.4865233260949977,2.195377826690674,0,True,True,True,True,True,True,True,True,True,False
11,diabetes,001 knn,008 stepwise selection,3087.29057776785,0.4918210816080577,5.770339250564575,0,True,True,True,True,True,True,False,True,True,True
12,diabetes,001 knn,009 bayesian selection,3060.7907639044,0.49618304443840855,30.876052379608154,50,False,False,True,True,True,False,False,False,True,True
13,diabetes,001 knn,013 bayesian weighting,2862.715080783263,0.5287870005198674,80.80919098854065,304,1.4622110248038722e-05,0.7131197962166589,0.9507370156389527,0.7996472784295712,0.5156316501547029,0.26562206198375,0.07308345890512818,0.03548581498658045,0.4356129933556126,0.789159517306746
