,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,4163.7111533020625,0.3895101168667753,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3987.8888050229552,0.41528946632236774,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,4183.520772838955,0.3866055992691989,0.01668858528137207,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3940.3196895242345,0.42226412491234555,0.01668858528137207,0,0.18199281081876292,0.008001464727016032,0.6062525123805546,0.4732957909358041,0.1973593810308714,0.18252003103045833,0.4051726919750882,0.4338569037697984,0.5525529923020821,0.3297208116641896
4,diabetes,001 knn,003 feature importance selection,4511.883385451568,0.33846055615298365,0.22459840774536133,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3676.4384074156806,0.46095481385404546,0.22459840774536133,0,0.0412912134599506,0.01735001622417535,0.34677148193182433,0.1090329635442854,0.042923034916603854,0.056308582443541304,0.05065304046909614,0.02806766116551711,0.24601542412947344,0.06158658171553253
6,diabetes,001 knn,004 l1,3723.13144963145,0.45410860650778584,0.006983041763305664,0,False,True,True,True,True,False,True,True,True,False
7,diabetes,001 knn,005 relieff selection,3731.3029372347555,0.452910490133164,0.03252243995666504,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3699.2341039386497,0.4576124729485743,0.03252243995666504,0,0.9122516556291391,0.0,0.9884105960264901,0.9354304635761589,0.9668874172185431,1.0,0.9089403973509934,0.09602649006622517,0.9784768211920529,0.9205298013245033
9,diabetes,001 knn,006 forward selection,3770.6042923088376,0.4471480635904087,5.7943220138549805,0,True,False,True,True,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3690.5205494750953,0.4588900680194792,3.9375476837158203,0,True,False,True,True,False,True,True,False,True,True
11,diabetes,001 knn,008 stepwise selection,3724.0087484178403,0.4539799755788243,4.637066125869751,0,False,True,True,True,False,True,True,False,True,False
12,diabetes,001 knn,009 bayesian selection,3666.0991177127544,0.4624707767847147,31.06397843360901,37,True,True,True,False,True,True,True,False,True,True
13,diabetes,001 knn,013 bayesian weighting,3599.527064254337,0.47223167604967375,80.2926287651062,387,0.5305084437217119,0.0009746430541947328,0.8450328464199813,0.4705357804703502,0.9264898073307329,0.48641945252748553,0.5822046826031342,0.4984362661013862,0.9072411178430537,0.14455509723907528
