,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.589130492483226,0.45959940426340884,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.347435513539338,0.579656129946742,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,5.965381187006313,0.4232205614827591,0.021579742431640625,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.336773449222842,0.4839992454729931,0.021579742431640625,0,0.3588145105585566,0.5527706815022562,0.5717939017612449,0.5332189376517718,0.5347300575094761,0.41588703816329614,0.5009357733346654,0.6200253596564221
4,abalone,001 knn,003 feature importance selection,5.056286628351406,0.511118892312343,1.067211389541626,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.1689807630375695,0.5002227470886222,1.067211389541626,0,0.029028605234607277,0.049168518868751725,0.05548734977496194,0.05391122988815623,0.08143046276968186,0.1665853549391462,0.07043793418303264,0.49395054434166213
6,abalone,001 knn,004 l1,5.8507546413606635,0.4343035472240019,0.014324426651000977,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.177740181124544,0.49937581843686285,0.22773528099060059,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.155738463838793,0.5015031155440673,0.22773528099060059,0,0.0,0.7483935456233043,0.6932743110095674,0.40596887048407826,0.9985720405540482,1.0,0.9842924460945309,0.9283164358132229
9,abalone,001 knn,006 forward selection,5.167794588382266,0.5003374356777035,2.923466205596924,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.167794588382266,0.5003374356777035,4.417396545410156,0,False,False,False,False,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.167794588382266,0.5003374356777035,3.009014129638672,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.143582142174626,0.5026784832471682,32.87259650230408,11,False,True,True,True,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,4.908543341779678,0.5254038620740653,83.51424741744995,490,0.7107623138217815,0.9420387332293005,0.46572238305238534,0.9967410615209331,0.0639746078509732,0.7486577348961746,0.025714010196778603,0.27045088067688094
