,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.909878529238979,0.4325728259549946,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.6006330601441885,0.5582778557596171,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.32448793299312,0.39276479248345186,0.009893417358398438,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.6769532466521335,0.45493676020643303,0.009893417358398438,0,0.35225556431594734,0.5594568980821834,0.5784506546162592,0.5463122261508456,0.5475512736500165,0.4296426594414616,0.5070133683410649,0.6319166319569571
4,abalone,001 knn,003 feature importance selection,5.394691123021715,0.4820376893302969,1.0581369400024414,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.563634151779395,0.4658169049422092,1.0581369400024414,0,0.0291502903495422,0.05073916062597473,0.05291069269170019,0.054170573747696876,0.08481674162493745,0.15364111206198253,0.07578361535364449,0.4987878135445217
6,abalone,001 knn,004 l1,6.26652228401659,0.3983302680220283,0.005906343460083008,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.567773465148211,0.4654194756421425,0.23203468322753906,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.548050756808981,0.46731311873515624,0.23203468322753906,0,0.0,0.7474450510989781,0.6838863222735545,0.3966120677586448,1.0,0.9868402631947361,0.9725605487890242,0.9196416071678566
9,abalone,001 knn,006 forward selection,5.555334446044846,0.46661378740723114,2.940286874771118,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.5461072865646495,0.4674997178036693,3.309067726135254,0,False,True,True,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.555334446044846,0.46661378740723114,5.039100885391235,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.54511387524419,0.46759509854211334,32.800208568573,40,False,True,True,True,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,5.139654791059143,0.506524579273695,84.04805564880371,364,0.4373935601990474,0.08771042066780152,0.30996117136797435,0.7310798539068427,0.02822447371534871,0.7394756666355738,0.01733894823498663,0.1958781813568335
