,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.421393898990685,0.4658297392148324,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.448519138721839,0.5616871467536699,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,5.707678107570567,0.43762213924976423,0.02162337303161621,0,True,False,False,True,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.24209132845899,0.4834964320700035,0.02162337303161621,0,0.3522134102073815,0.5454909723567042,0.5642192592232104,0.5959137275648554,0.5293952153948844,0.4072823433410157,0.49256042156235097,0.6212186583581465
4,abalone,001 knn,003 feature importance selection,5.013990703122788,0.5059712001446461,1.0624475479125977,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.074804007353982,0.4999792616901405,1.0624475479125977,0,0.028441691273410036,0.04889221178453411,0.05664753194799861,0.053711811366568184,0.08002723893162159,0.17071256880644953,0.07564923941140904,0.48591770647800886
6,abalone,001 knn,004 l1,5.670546558704453,0.44128071295068305,0.015633344650268555,0,False,False,False,True,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.0889853946660635,0.49858196876143446,0.2430558204650879,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.070843257198267,0.5003695146367079,0.2430558204650879,0,0.0,0.7662228451296426,0.6770847932725998,0.3583742116327961,1.0,0.9971969166082691,0.9826208829712684,0.9316047652417659
9,abalone,001 knn,006 forward selection,5.077456886483962,0.4997178733529166,2.954775810241699,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.077456886483962,0.4997178733529166,4.423226356506348,0,False,False,False,False,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.077456886483962,0.4997178733529166,6.987042188644409,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.058072924039523,0.501627776316419,32.843945264816284,113,True,True,True,True,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,4.84448146109963,0.5226729557639647,83.80320835113525,193,0.29467127623797895,0.9288540521297266,0.47111305425232747,0.9480175845108397,0.02419397016252693,0.6257444782445262,0.11283299831925529,0.2312703134536943
