,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.542460089252852,0.4489680685824252,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.361319194764526,0.5663972133819002,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,5.896755758790804,0.41374395800074704,0.008949756622314453,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.267644381175505,0.4762902735179889,0.008949756622314453,0,0.3507833549881453,0.5539977739110469,0.5726360232090457,0.5412188771677215,0.53641963504905,0.41753936757963656,0.49838365052709604,0.623124606771766
4,abalone,001 knn,003 feature importance selection,5.023188157363891,0.500594135518756,1.072077989578247,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.081691995378104,0.49477767814474216,1.072077989578247,0,0.0278639647049223,0.051774112154250505,0.05934972868368744,0.05256725101396124,0.08170016869706023,0.16366625566539458,0.07175986171953858,0.4913186573611852
6,abalone,001 knn,004 l1,5.747331328211263,0.42859974969925174,0.0074236392974853516,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.0952639497395324,0.493428353096937,0.22698569297790527,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.073837182554287,0.49555860441422006,0.22698569297790527,0,0.0,0.7368200251713047,0.6906726331981541,0.421899035099986,1.0,0.993007970913159,0.9809816808837925,0.9250454481890644
9,abalone,001 knn,006 forward selection,5.093294025685852,0.49362420314160405,2.9418904781341553,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.073837182554287,0.49555860441422006,1.8965957164764404,0,False,True,True,True,True,True,True,True
11,abalone,001 knn,008 stepwise selection,5.091094599353076,0.49384287032560603,4.008708477020264,0,False,False,False,True,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.073837182554287,0.49555860441422006,32.8968346118927,6,False,True,True,True,True,True,True,True
13,abalone,001 knn,013 bayesian weighting,4.829618335232581,0.5198388664208329,83.39366340637207,425,0.8284295524503794,0.8274023521729637,0.5129714348961627,0.0688053433753481,0.11685002715453104,0.837536062697684,0.016568570929860787,0.24754772334186795
