,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.676215260574446,0.41757037985538425,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.539754211554902,0.5341812810816035,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,5.9553552375003544,0.3889281625918197,0.01738905906677246,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.454063800571898,0.4403650739471586,0.01738905906677246,0,0.3600032141148622,0.5650207923452918,0.5810249761015995,0.5558839860751412,0.5486019358889527,0.429535652457187,0.5120731592774627,0.6352709286147573
4,abalone,001 knn,003 feature importance selection,5.157761627289714,0.4707682835349679,1.0705180168151855,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.254198524779875,0.4608730094844493,1.0705180168151855,0,0.027068172233400883,0.04885535831801811,0.05640877479925584,0.0547241941193887,0.0763592944306906,0.1596139044594738,0.07128982537077516,0.505680476268997
6,abalone,001 knn,004 l1,5.955229294364543,0.3889410854654922,0.015429496765136719,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.25534771718666,0.460755092233917,0.23194074630737305,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.236260939844568,0.4627135634980978,0.23194074630737305,0,0.0,0.7648425025402816,0.7085208303091886,0.42168674698795183,1.0,0.9956452315285237,0.9730004354768471,0.9230657570039192
9,abalone,001 knn,006 forward selection,5.256737471157385,0.4606124912506727,2.9596471786499023,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.244819499200193,0.4618353800174422,3.7248611450195312,0,False,True,False,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.256737471157385,0.4606124912506727,4.961142301559448,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.230483569441692,0.4633063725257176,32.93947768211365,40,True,True,True,True,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,4.949841962819569,0.49210267020614695,84.04820227622986,486,0.3230287269975257,0.633692761419274,0.13962250870923754,0.79236567009868,0.021717203823228313,0.9281891516130957,0.04037274215117465,0.3291427056477122
