,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.506764079796721,0.471464186074799,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.4843648703913805,0.5695934304856984,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,5.803151387453639,0.44301711541414146,0.021722078323364258,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.24141054100252,0.4969326547747879,0.021722078323364258,0,0.32954119314648395,0.5434220365442669,0.5618921866832899,0.5367907034511659,0.5294215060820492,0.4063864603658727,0.4911806813023445,0.6207943532066803
4,abalone,001 knn,003 feature importance selection,5.051017409968574,0.5152064698535898,1.0619075298309326,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.123237636604286,0.5082748171236661,1.0619075298309326,0,0.027290667544766504,0.04976249492259367,0.05352039061445871,0.053433451054983955,0.08556607913834142,0.1653224799120022,0.08296211807357998,0.48214231873927366
6,abalone,001 knn,004 l1,5.725411427514794,0.450478548736033,0.015433788299560547,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.128502630340309,0.5077694862779542,0.2313852310180664,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.115398771269216,0.5090271865751415,0.2313852310180664,0,0.0,0.7680034497628289,0.6737099324421446,0.4190024435820037,1.0,0.9939629150495903,0.9830386660917062,0.9088687652723875
9,abalone,001 knn,006 forward selection,5.106027442951785,0.509926640876804,2.9510438442230225,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.101257086789729,0.5103844967137874,4.174949884414673,0,False,False,False,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.106027442951785,0.509926640876804,4.937746047973633,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.086868625428217,0.5117654923450945,32.96503829956055,37,False,True,True,True,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,4.864936139265593,0.5330664352419865,83.66865468025208,464,0.005393198918501832,0.936958341357729,0.15790746098125727,0.9377597021023308,0.12532604009667964,0.6979859408476705,0.08394358084100784,0.25597281250461457
