,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3389.1065817883996,0.4494696332190018,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3695.780017379432,0.3996532480143711,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3153.026338321793,0.4878187791926981,0.02181243896484375,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3424.0394237212427,0.44379510224221486,0.02181243896484375,0,0.1998229500559114,0.0017560599249569159,0.608103341006642,0.40452823681247135,0.1822307672490562,0.15335946856974408,0.38773191943571006,0.40761277472211194,0.5639541551546476,0.38396787053728815
4,diabetes,001 knn,003 feature importance selection,3765.9371975281074,0.3882568350696979,0.2064056396484375,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3403.653972153972,0.4471065384149904,0.2064056396484375,0,0.06114652993214843,0.01120903354622959,0.3523891652128491,0.07964810081628934,0.05397051427326056,0.0528418018363931,0.04763357103365106,0.027194773719338032,0.2473656027223109,0.06660090690753007
6,diabetes,001 knn,004 l1,3403.653972153972,0.4471065384149904,0.018494844436645508,0,True,True,True,True,True,True,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3443.0009120690943,0.4407149762907472,0.0598599910736084,0,False,False,True,True,True,True,True,False,True,True
8,diabetes,001 knn,012 relieff weighting,3429.908960613506,0.4428416479261139,0.0598599910736084,0,0.9098360655737705,0.0,0.9934426229508196,0.9327868852459016,0.9639344262295082,1.0,0.9131147540983606,0.04426229508196721,0.980327868852459,0.9180327868852459
9,diabetes,001 knn,006 forward selection,3588.4100215918393,0.41709455348403435,6.94955849647522,0,True,False,True,False,False,True,False,False,True,False
10,diabetes,001 knn,007 backward selection,3427.0721092993826,0.4433024693127471,2.2109689712524414,0,False,True,True,True,True,True,True,True,True,True
11,diabetes,001 knn,008 stepwise selection,3517.7330429603157,0.42857540309144126,3.5007829666137695,0,True,False,True,False,False,True,True,False,True,False
12,diabetes,001 knn,009 bayesian selection,3379.464764351128,0.4510358611206854,30.93383002281189,46,True,False,True,True,False,True,False,False,True,False
13,diabetes,001 knn,013 bayesian weighting,3150.475150770605,0.4882331970294902,80.61650776863098,498,0.3452779942584979,0.9016639131321695,0.6849221245606191,0.9072738500585887,0.2984456467193181,0.0028784803953838534,0.541015322515043,0.5509393869224158,0.4893368849496699,0.7485920407109907
