,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3182.6139155684605,0.45118196474492633,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3153.178104544421,0.45625795083715315,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3239.334319857046,0.4414009540202952,0.021937847137451172,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3269.8345804482165,0.4361414115383967,0.021937847137451172,0,0.1943164948464804,0.031905288419192934,0.5887894200604096,0.466722357353688,0.18420739631100222,0.12793087020636257,0.3645397073022632,0.39005443022007685,0.5546604196950234,0.3916630411376925
4,diabetes,001 knn,003 feature importance selection,3598.642934256571,0.3794408630270564,0.22669363021850586,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3183.2426289926298,0.45107354780358666,0.22669363021850586,0,0.051183767888665854,0.01216531792105033,0.2863341224777587,0.1119134368713737,0.0424543574262065,0.05631075158841962,0.056430805157104885,0.018878463145521215,0.30804109705615257,0.05628788046774672
6,diabetes,001 knn,004 l1,3194.3240078921904,0.44916264665223293,0.006459236145019531,0,False,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3200.9231442185996,0.4480246748060961,0.05875229835510254,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3149.072500186137,0.4569659316910122,0.05875229835510254,0,0.9174917491749175,0.0,0.9735973597359736,0.9422442244224423,0.976897689768977,1.0,0.9108910891089109,0.11716171617161716,0.9702970297029703,0.9471947194719472
9,diabetes,001 knn,006 forward selection,3238.5759250986525,0.4415317335406177,4.659123420715332,0,False,False,True,True,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3244.4488310624674,0.440518994704615,3.140028476715088,0,True,True,True,True,True,True,False,True,True,False
11,diabetes,001 knn,008 stepwise selection,3237.2006552006555,0.4417688885783908,4.643346548080444,0,True,False,True,True,False,False,False,False,True,False
12,diabetes,001 knn,009 bayesian selection,3147.308391035664,0.4572701391580889,31.28868532180786,124,True,True,True,True,False,False,True,True,True,True
13,diabetes,001 knn,013 bayesian weighting,2906.71664433028,0.49875839165378966,81.17905735969543,414,0.6958317879516599,0.27884640862158455,0.4657823063478634,0.28282098876588163,0.1815069043360412,0.26965887716584247,0.9734582733294755,0.9629673756919758,0.24038472309637648,0.7610710910499683
