,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.909057089797853,0.44663603477829295,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.419651290307686,0.5861140405760472,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.145928081913026,0.4244538372718316,0.021890878677368164,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.6809329966592115,0.4679991136626981,0.021890878677368164,0,0.34083674507461387,0.5582561478110701,0.5754447440389433,0.5494940256011653,0.5377268740916642,0.4213232845039123,0.49902952170735404,0.6230034160901995
4,abalone,001 knn,003 feature importance selection,5.39842898435067,0.4944546949959704,1.0639290809631348,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.458196810148354,0.48885763262654625,1.0639290809631348,0,0.02616496112983257,0.05242242771871208,0.053584963531377545,0.06826867991204955,0.08462851616003211,0.16051386087893907,0.07387512378593712,0.48054146688312005
6,abalone,001 knn,004 l1,6.144946194367374,0.42454578784489383,0.008712053298950195,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.454196910124288,0.4892322102459822,0.23009777069091797,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.427638502059681,0.49171931872594266,0.23009777069091797,0,0.0,0.7458242556281772,0.6781408859840232,0.4271604938271605,0.9994190268700073,1.0,0.983442265795207,0.9186637618010167
9,abalone,001 knn,006 forward selection,5.419781986106,0.4924550558756925,2.988457441329956,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.417870366602021,0.49263407282080596,3.2984347343444824,0,False,True,True,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.416434871429178,0.4927685022718723,2.9997143745422363,0,False,True,False,True,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.4115474637963255,0.4932261920904458,32.74283695220947,40,True,True,True,False,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,5.098027642903655,0.5225863029555623,84.28661894798279,484,0.7252913538193528,0.07570402588339083,0.17968049513696016,0.01319760540901831,0.018916978892243842,0.9852113280205897,0.032132224881291166,0.3617006443968197
