,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.8947368421052632,0.8947368421052632,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9210526315789473,0.9210526315789473,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9210526315789473,0.9210526315789473,0.1385049819946289,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.1385049819946289,0,0.09356965963507911,0.0189517075339838,0.4775180792573613,0.4099605535735758
4,iris,001 knn,004 l1,0.9473684210526315,0.9473684210526315,0.0039212703704833984,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9473684210526315,0.9473684210526315,0.01159214973449707,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9473684210526315,0.9473684210526315,0.01159214973449707,0,0.14893617021276595,0.36879432624113473,0.0,0.5957446808510638
7,iris,001 knn,006 forward selection,0.9473684210526315,0.9473684210526315,0.9581172466278076,0,False,False,False,True
8,iris,001 knn,007 backward selection,0.9473684210526315,0.9473684210526315,0.812706470489502,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.9473684210526315,0.9473684210526315,0.9344923496246338,0,False,True,True,True
10,iris,001 knn,009 bayesian selection,0.9473684210526315,0.9473684210526315,27.788196086883545,1,True,True,False,True
11,iris,001 knn,013 bayesian weighting,0.9473684210526315,0.9473684210526315,71.02150630950928,0,0.746195073961261,0.9343179113400691,0.8123343444868489,0.43208355234383755
