,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.8497109826589595,0.8497109826589595,0.0,0
1,australian,000 rf,000 all,0.861271676300578,0.861271676300578,0.0,0
2,australian,001 knn,003 feature importance selection,0.8265895953757225,0.8265895953757225,0.1389622688293457,0
3,australian,001 knn,011 feature importance weighting,0.8554913294797688,0.8554913294797687,0.1389622688293457,0
4,australian,001 knn,004 l1,0.8439306358381503,0.8439306358381503,0.011489629745483398,0
5,australian,001 knn,005 relieff selection,0.8497109826589595,0.8497109826589595,0.05633187294006348,0
6,australian,001 knn,012 relieff weighting,0.838150289017341,0.8381502890173411,0.05633187294006348,0
7,australian,001 knn,006 forward selection,0.838150289017341,0.8381502890173411,3.429748058319092,0
8,australian,001 knn,007 backward selection,0.838150289017341,0.8381502890173411,4.886203765869141,0
9,australian,001 knn,008 stepwise selection,0.838150289017341,0.8381502890173411,5.154135704040527,0
10,australian,001 knn,009 bayesian selection,0.8786127167630058,0.8786127167630058,34.15737795829773,159
11,australian,001 knn,013 bayesian weighting,0.884393063583815,0.884393063583815,87.57151222229004,213
12,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0
13,glass,000 rf,000 all,0.7222222222222222,0.7222222222222222,0.0,0
14,glass,001 knn,003 feature importance selection,0.6296296296296297,0.6296296296296297,0.15259122848510742,0
15,glass,001 knn,011 feature importance weighting,0.6296296296296297,0.6296296296296297,0.15259122848510742,0
16,glass,001 knn,004 l1,0.46296296296296297,0.46296296296296297,0.003856182098388672,0
17,glass,001 knn,005 relieff selection,0.6481481481481481,0.6481481481481481,0.01619577407836914,0
18,glass,001 knn,012 relieff weighting,0.6296296296296297,0.6296296296296297,0.01619577407836914,0
19,glass,001 knn,006 forward selection,0.6296296296296297,0.6296296296296297,5.286660432815552,0
20,glass,001 knn,007 backward selection,0.6296296296296297,0.6296296296296297,2.008664608001709,0
21,glass,001 knn,008 stepwise selection,0.6296296296296297,0.6296296296296297,2.1164021492004395,0
22,glass,001 knn,009 bayesian selection,0.6851851851851852,0.6851851851851852,30.593756675720215,58
23,glass,001 knn,013 bayesian weighting,0.7777777777777778,0.7777777777777778,78.39620447158813,336
24,breast_cancer,001 knn,000 all,0.9790209790209791,0.9790209790209791,0.0,0
25,breast_cancer,000 rf,000 all,0.986013986013986,0.986013986013986,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.986013986013986,0.986013986013986,0.20183992385864258,0
27,breast_cancer,001 knn,011 feature importance weighting,0.9790209790209791,0.9790209790209791,0.20183992385864258,0
28,breast_cancer,001 knn,004 l1,0.9790209790209791,0.9790209790209791,0.014508485794067383,0
29,breast_cancer,001 knn,005 relieff selection,0.972027972027972,0.972027972027972,0.05406451225280762,0
30,breast_cancer,001 knn,012 relieff weighting,0.951048951048951,0.951048951048951,0.05406451225280762,0
31,breast_cancer,001 knn,006 forward selection,0.958041958041958,0.958041958041958,14.742896556854248,0
32,breast_cancer,001 knn,007 backward selection,0.951048951048951,0.951048951048951,7.3075032234191895,0
33,breast_cancer,001 knn,008 stepwise selection,0.958041958041958,0.958041958041958,7.396096706390381,0
34,breast_cancer,001 knn,009 bayesian selection,0.972027972027972,0.972027972027972,42.337809324264526,8
35,breast_cancer,001 knn,013 bayesian weighting,1.0,1.0,111.06041812896729,163
36,ecoli,001 knn,000 all,0.7738095238095238,0.7738095238095238,0.0,0
37,ecoli,000 rf,000 all,0.8333333333333334,0.8333333333333334,0.0,0
38,ecoli,001 knn,003 feature importance selection,0.7261904761904762,0.7261904761904762,0.15383291244506836,0
39,ecoli,001 knn,011 feature importance weighting,0.7738095238095238,0.7738095238095238,0.15383291244506836,0
40,ecoli,001 knn,004 l1,0.7738095238095238,0.7738095238095238,0.003365755081176758,0
41,ecoli,001 knn,005 relieff selection,0.7261904761904762,0.7261904761904762,0.03246283531188965,0
42,ecoli,001 knn,012 relieff weighting,0.7380952380952381,0.7380952380952381,0.03246283531188965,0
43,ecoli,001 knn,006 forward selection,0.7380952380952381,0.7380952380952381,5.098031997680664,0
44,ecoli,001 knn,007 backward selection,0.7261904761904762,0.7261904761904762,1.5666351318359375,0
45,ecoli,001 knn,008 stepwise selection,0.7380952380952381,0.7380952380952381,2.4985907077789307,0
46,ecoli,001 knn,009 bayesian selection,0.75,0.75,29.873502016067505,68
47,ecoli,001 knn,013 bayesian weighting,0.7738095238095238,0.7738095238095238,76.5443046092987,41
48,ionosphere,001 knn,000 all,0.7159090909090909,0.715909090909091,0.0,0
49,ionosphere,000 rf,000 all,0.9204545454545454,0.9204545454545455,0.0,0
50,ionosphere,001 knn,003 feature importance selection,0.625,0.625,0.16668438911437988,0
51,ionosphere,001 knn,011 feature importance weighting,0.8181818181818182,0.8181818181818182,0.16668438911437988,0
52,ionosphere,001 knn,004 l1,0.8068181818181818,0.8068181818181818,0.012094974517822266,0
53,ionosphere,001 knn,005 relieff selection,0.8181818181818182,0.8181818181818182,0.04373025894165039,0
54,ionosphere,001 knn,012 relieff weighting,0.8295454545454546,0.8295454545454547,0.04373025894165039,0
55,ionosphere,001 knn,006 forward selection,0.8522727272727273,0.8522727272727273,16.306183338165283,0
56,ionosphere,001 knn,007 backward selection,0.8181818181818182,0.8181818181818182,22.89261269569397,0
57,ionosphere,001 knn,008 stepwise selection,0.8409090909090909,0.8409090909090909,8.164896965026855,0
58,ionosphere,001 knn,009 bayesian selection,0.8977272727272727,0.8977272727272727,43.91953468322754,176
59,ionosphere,001 knn,013 bayesian weighting,0.8977272727272727,0.8977272727272727,117.0104455947876,31
60,iris,001 knn,000 all,1.0,1.0,0.0,0
61,iris,000 rf,000 all,1.0,1.0,0.0,0
62,iris,001 knn,003 feature importance selection,1.0,1.0,0.14026737213134766,0
63,iris,001 knn,011 feature importance weighting,1.0,1.0,0.14026737213134766,0
64,iris,001 knn,004 l1,1.0,1.0,0.0036630630493164062,0
65,iris,001 knn,005 relieff selection,1.0,1.0,0.01195669174194336,0
66,iris,001 knn,012 relieff weighting,1.0,1.0,0.01195669174194336,0
67,iris,001 knn,006 forward selection,1.0,1.0,0.9191093444824219,0
68,iris,001 knn,007 backward selection,1.0,1.0,0.8095729351043701,0
69,iris,001 knn,008 stepwise selection,1.0,1.0,1.7536847591400146,0
70,iris,001 knn,009 bayesian selection,1.0,1.0,27.885875463485718,0
71,iris,001 knn,013 bayesian weighting,1.0,1.0,71.1592607498169,0
72,sonar,001 knn,000 all,0.8269230769230769,0.8269230769230769,0.0,0
73,sonar,000 rf,000 all,0.75,0.75,0.0,0
74,sonar,001 knn,003 feature importance selection,0.7692307692307693,0.7692307692307693,0.15966033935546875,0
75,sonar,001 knn,011 feature importance weighting,0.7884615384615384,0.7884615384615384,0.15966033935546875,0
76,sonar,001 knn,004 l1,0.7307692307692307,0.7307692307692306,0.013860940933227539,0
77,sonar,001 knn,005 relieff selection,0.8076923076923077,0.8076923076923077,0.014780044555664062,0
78,sonar,001 knn,012 relieff weighting,0.7884615384615384,0.7884615384615384,0.014780044555664062,0
79,sonar,001 knn,006 forward selection,0.6346153846153846,0.6346153846153846,21.141980409622192,0
80,sonar,001 knn,007 backward selection,0.7884615384615384,0.7884615384615384,21.161791563034058,0
81,sonar,001 knn,008 stepwise selection,0.8269230769230769,0.8269230769230769,28.480247020721436,0
82,sonar,001 knn,009 bayesian selection,0.9230769230769231,0.9230769230769231,58.31939649581909,158
83,sonar,001 knn,013 bayesian weighting,0.9615384615384616,0.9615384615384616,155.58369708061218,233
84,wine,001 knn,000 all,1.0,1.0,0.0,0
85,wine,000 rf,000 all,0.9777777777777777,0.9777777777777777,0.0,0
86,wine,001 knn,003 feature importance selection,0.8888888888888888,0.8888888888888888,0.14310240745544434,0
87,wine,001 knn,011 feature importance weighting,0.9777777777777777,0.9777777777777777,0.14310240745544434,0
88,wine,001 knn,004 l1,0.9777777777777777,0.9777777777777777,0.012801647186279297,0
89,wine,001 knn,005 relieff selection,0.8444444444444444,0.8444444444444444,0.03656768798828125,0
90,wine,001 knn,012 relieff weighting,0.9555555555555556,0.9555555555555556,0.03656768798828125,0
