,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.861271676300578,0.861271676300578,0.0,0
1,australian,000 rf,000 all,0.8901734104046243,0.8901734104046243,0.0,0
2,australian,001 knn,003 feature importance selection,0.8728323699421965,0.8728323699421965,0.16489171981811523,0
3,australian,001 knn,011 feature importance weighting,0.8670520231213873,0.8670520231213873,0.16489171981811523,0
4,australian,001 knn,004 l1,0.8728323699421965,0.8728323699421965,0.0040819644927978516,0
5,australian,001 knn,005 relieff selection,0.8728323699421965,0.8728323699421965,0.056096792221069336,0
6,australian,001 knn,012 relieff weighting,0.884393063583815,0.884393063583815,0.056096792221069336,0
7,australian,001 knn,006 forward selection,0.884393063583815,0.884393063583815,3.4725608825683594,0
8,australian,001 knn,007 backward selection,0.884393063583815,0.884393063583815,3.356435775756836,0
9,australian,001 knn,008 stepwise selection,0.8901734104046243,0.8901734104046243,6.933317422866821,0
10,australian,001 knn,009 bayesian selection,0.8901734104046243,0.8901734104046243,33.95748829841614,18
11,australian,001 knn,013 bayesian weighting,0.9248554913294798,0.9248554913294798,88.51904129981995,173
12,glass,001 knn,000 all,0.6666666666666666,0.6666666666666666,0.0,0
13,glass,000 rf,000 all,0.8333333333333334,0.8333333333333334,0.0,0
14,glass,001 knn,003 feature importance selection,0.5555555555555556,0.5555555555555556,0.15294432640075684,0
15,glass,001 knn,011 feature importance weighting,0.6481481481481481,0.6481481481481481,0.15294432640075684,0
16,glass,001 knn,004 l1,0.5925925925925926,0.5925925925925926,0.003859996795654297,0
17,glass,001 knn,005 relieff selection,0.6481481481481481,0.6481481481481481,0.018369436264038086,0
18,glass,001 knn,012 relieff weighting,0.5740740740740741,0.5740740740740741,0.018369436264038086,0
19,glass,001 knn,006 forward selection,0.5925925925925926,0.5925925925925926,4.269124746322632,0
20,glass,001 knn,007 backward selection,0.46296296296296297,0.46296296296296297,3.5560967922210693,0
21,glass,001 knn,008 stepwise selection,0.5370370370370371,0.5370370370370371,2.130448579788208,0
22,glass,001 knn,009 bayesian selection,0.6481481481481481,0.6481481481481481,30.592407941818237,14
23,glass,001 knn,013 bayesian weighting,0.7592592592592593,0.7592592592592593,79.11569786071777,481
24,breast_cancer,001 knn,000 all,0.951048951048951,0.951048951048951,0.0,0
25,breast_cancer,000 rf,000 all,0.958041958041958,0.958041958041958,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.9370629370629371,0.9370629370629371,0.16323328018188477,0
27,breast_cancer,001 knn,011 feature importance weighting,0.9440559440559441,0.9440559440559441,0.16323328018188477,0
28,breast_cancer,001 knn,004 l1,0.9370629370629371,0.9370629370629371,0.01540994644165039,0
29,breast_cancer,001 knn,005 relieff selection,0.9370629370629371,0.9370629370629371,0.050432682037353516,0
30,breast_cancer,001 knn,012 relieff weighting,0.916083916083916,0.916083916083916,0.050432682037353516,0
31,breast_cancer,001 knn,006 forward selection,0.9300699300699301,0.9300699300699301,14.626157283782959,0
32,breast_cancer,001 knn,007 backward selection,0.9230769230769231,0.9230769230769231,7.300957202911377,0
33,breast_cancer,001 knn,008 stepwise selection,0.8881118881118881,0.8881118881118881,7.415313959121704,0
34,breast_cancer,001 knn,009 bayesian selection,0.972027972027972,0.972027972027972,43.03893327713013,12
35,breast_cancer,001 knn,013 bayesian weighting,0.986013986013986,0.986013986013986,111.54281425476074,194
36,ecoli,001 knn,000 all,0.8333333333333334,0.8333333333333334,0.0,0
37,ecoli,000 rf,000 all,0.8809523809523809,0.8809523809523809,0.0,0
38,ecoli,001 knn,003 feature importance selection,0.7619047619047619,0.7619047619047619,0.15250587463378906,0
39,ecoli,001 knn,011 feature importance weighting,0.8333333333333334,0.8333333333333334,0.15250587463378906,0
40,ecoli,001 knn,004 l1,0.8333333333333334,0.8333333333333334,0.003910064697265625,0
41,ecoli,001 knn,005 relieff selection,0.8452380952380952,0.8452380952380952,0.027462482452392578,0
42,ecoli,001 knn,012 relieff weighting,0.8571428571428571,0.8571428571428571,0.027462482452392578,0
43,ecoli,001 knn,006 forward selection,0.8690476190476191,0.8690476190476191,4.244257211685181,0
44,ecoli,001 knn,007 backward selection,0.7976190476190477,0.7976190476190477,1.549675464630127,0
45,ecoli,001 knn,008 stepwise selection,0.8571428571428571,0.8571428571428571,2.4982125759124756,0
46,ecoli,001 knn,009 bayesian selection,0.8690476190476191,0.8690476190476191,29.871979475021362,36
47,ecoli,001 knn,013 bayesian weighting,0.8928571428571429,0.8928571428571429,75.80194234848022,214
48,ionosphere,001 knn,000 all,0.875,0.875,0.0,0
49,ionosphere,000 rf,000 all,0.9772727272727273,0.9772727272727273,0.0,0
50,ionosphere,001 knn,003 feature importance selection,0.7159090909090909,0.715909090909091,0.16577816009521484,0
51,ionosphere,001 knn,011 feature importance weighting,0.8863636363636364,0.8863636363636365,0.16577816009521484,0
52,ionosphere,001 knn,004 l1,0.9090909090909091,0.9090909090909091,0.003766298294067383,0
53,ionosphere,001 knn,005 relieff selection,0.8863636363636364,0.8863636363636365,0.022738218307495117,0
54,ionosphere,001 knn,012 relieff weighting,0.875,0.875,0.022738218307495117,0
55,ionosphere,001 knn,006 forward selection,0.7386363636363636,0.7386363636363636,12.209365844726562,0
56,ionosphere,001 knn,007 backward selection,0.8522727272727273,0.8522727272727273,8.108098030090332,0
57,ionosphere,001 knn,008 stepwise selection,0.8863636363636364,0.8863636363636365,8.11932921409607,0
58,ionosphere,001 knn,009 bayesian selection,0.9204545454545454,0.9204545454545455,44.441041707992554,119
59,ionosphere,001 knn,013 bayesian weighting,0.9204545454545454,0.9204545454545455,117.45083665847778,93
60,iris,001 knn,000 all,1.0,1.0,0.0,0
61,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0
62,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.1403820514678955,0
63,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.1403820514678955,0
