,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,abalone,001 knn,000 all,6.499590740105036,0.4060615299086361,0.0,0
1,abalone,000 rf,000 all,4.998402131039396,0.5432415003774568,0.0,0
2,abalone,001 knn,002 intercorrelation,6.840372450171286,0.3749205895625065,0.02008652687072754,0
3,abalone,001 knn,010 correlation weighting,6.24591713322103,0.4292424531390132,0.02008652687072754,0
4,abalone,001 knn,003 feature importance selection,5.928877517977973,0.4582138194242653,1.0590288639068604,0
5,abalone,001 knn,011 feature importance weighting,6.068172240841143,0.4454849418845366,1.0590288639068604,0
6,abalone,001 knn,004 l1,6.785604681881884,0.3799253176767571,0.015476226806640625,0
7,abalone,001 knn,005 relieff selection,6.069686168462105,0.4453465978116591,0.23418903350830078,0
8,abalone,001 knn,012 relieff weighting,6.055428737507432,0.44664945472484907,0.23418903350830078,0
9,abalone,001 knn,006 forward selection,6.04653667435803,0.4474620194837844,2.972278594970703,0
10,abalone,001 knn,007 backward selection,6.054195715721526,0.4467621293688989,2.6636533737182617,0
11,abalone,001 knn,008 stepwise selection,6.042412888225136,0.4478388547838352,1.9747450351715088,0
12,abalone,001 knn,009 bayesian selection,6.03811885546134,0.44823124737472786,33.081114053726196,12
13,abalone,001 knn,013 bayesian weighting,5.708269270582656,0.47837320025097163,83.89753293991089,495
14,bike,001 knn,000 all,891406.1963629158,0.7681938597020253,0.0,0
15,bike,000 rf,000 all,529861.0468820925,0.8622120368097861,0.0,0
16,bike,001 knn,002 intercorrelation,999838.0970114011,0.7399966354993504,0.02174544334411621,0
17,bike,001 knn,010 correlation weighting,714561.3134908588,0.8141815697911856,0.02174544334411621,0
18,bike,001 knn,003 feature importance selection,841556.4836698037,0.7811570515011192,0.2612192630767822,0
19,bike,001 knn,011 feature importance weighting,900402.5156344869,0.7658544076590172,0.2612192630767822,0
20,bike,001 knn,004 l1,900402.5156344869,0.7658544076590172,0.006979465484619141,0
21,bike,001 knn,005 relieff selection,2085017.9985917155,0.4578005216057742,0.049283504486083984,0
22,bike,001 knn,012 relieff weighting,1425611.4636122917,0.629276201699219,0.049283504486083984,0
23,bike,001 knn,006 forward selection,929128.7503457464,0.7583842805487502,10.198916912078857,0
24,bike,001 knn,007 backward selection,1449217.2026917627,0.6231376362649426,5.949115753173828,0
25,bike,001 knn,008 stepwise selection,1449217.2026917627,0.6231376362649426,7.695367336273193,0
26,bike,001 knn,009 bayesian selection,791094.3741820145,0.7942794943104531,32.06558918952942,34
27,bike,001 knn,013 bayesian weighting,627814.4797569655,0.8367396906489604,82.65552163124084,307
28,boston,001 knn,000 all,25.219903874015742,0.7316306151398183,0.0,0
29,boston,000 rf,000 all,10.475772096148331,0.8885254865592345,0.0,0
30,boston,001 knn,002 intercorrelation,25.705371842519675,0.7264646660256762,0.00649714469909668,0
31,boston,001 knn,010 correlation weighting,17.10039130708661,0.8180317609901939,0.00649714469909668,0
32,boston,001 knn,003 feature importance selection,16.343388598425197,0.826087158515728,0.26389431953430176,0
33,boston,001 knn,011 feature importance weighting,13.17823105511811,0.859768150605395,0.26389431953430176,0
34,boston,001 knn,004 l1,13.255687181102362,0.8589439264930476,0.01739501953125,0
35,boston,001 knn,005 relieff selection,13.327312503937007,0.8581817489714533,0.035437583923339844,0
36,boston,001 knn,012 relieff weighting,13.278648062992126,0.8586995957541446,0.035437583923339844,0
37,boston,001 knn,006 forward selection,13.263103748031494,0.8588650055140269,6.061046600341797,0
38,boston,001 knn,007 backward selection,13.275902362204725,0.8587288132339179,8.165103673934937,0
39,boston,001 knn,008 stepwise selection,13.263103748031494,0.8588650055140269,5.990936994552612,0
40,boston,001 knn,009 bayesian selection,13.197972157480315,0.8595580821006191,33.26262831687927,145
41,boston,001 knn,013 bayesian weighting,12.474752503937006,0.8672539882590952,85.55485963821411,488
42,diabetes,001 knn,000 all,3306.655554314646,0.4416626261175024,0.0,0
43,diabetes,000 rf,000 all,3180.630990596255,0.4629422008404881,0.0,0
44,diabetes,001 knn,002 intercorrelation,3386.065799270345,0.42825400012073744,0.021534204483032227,0
45,diabetes,001 knn,010 correlation weighting,3406.1945685354767,0.4248552051793303,0.021534204483032227,0
46,diabetes,001 knn,003 feature importance selection,4009.976081453355,0.3229051294051871,0.22516202926635742,0
47,diabetes,001 knn,011 feature importance weighting,3375.3823617005437,0.43005792628685324,0.22516202926635742,0
48,diabetes,001 knn,004 l1,3364.900882287246,0.4318277512939931,0.0068721771240234375,0
49,diabetes,001 knn,005 relieff selection,3392.0672883627426,0.42724063310860294,0.03229570388793945,0
50,diabetes,001 knn,012 relieff weighting,3359.4494266994266,0.43274824372108267,0.03229570388793945,0
51,diabetes,001 knn,006 forward selection,3388.820489911398,0.4277888634552697,6.968242883682251,0
52,diabetes,001 knn,007 backward selection,3292.7787953242496,0.44400575289482536,3.157452344894409,0
53,diabetes,001 knn,008 stepwise selection,3388.820489911398,0.4277888634552697,5.761526107788086,0
54,diabetes,001 knn,009 bayesian selection,3246.9076576576576,0.451751213563793,30.986191987991333,47
55,diabetes,001 knn,013 bayesian weighting,2839.304444940809,0.5205760741022423,80.52883505821228,239
56,fire,001 knn,000 all,1.816050992288354,-0.004004620203211795,0.0,0
57,fire,000 rf,000 all,1.9307073567977686,-0.06739244366851094,0.0,0
