,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.8439306358381503,0.8439306358381503,0.0,0
1,australian,000 rf,000 all,0.884393063583815,0.884393063583815,0.0,0
2,australian,001 knn,003 feature importance selection,0.8554913294797688,0.8554913294797687,0.15902042388916016,0
3,australian,001 knn,011 feature importance weighting,0.8728323699421965,0.8728323699421965,0.15902042388916016,0
4,australian,001 knn,004 l1,0.8786127167630058,0.8786127167630058,0.012033224105834961,0
5,australian,001 knn,005 relieff selection,0.8786127167630058,0.8786127167630058,0.058443307876586914,0
6,australian,001 knn,012 relieff weighting,0.8786127167630058,0.8786127167630058,0.058443307876586914,0
7,australian,001 knn,006 forward selection,0.8786127167630058,0.8786127167630058,3.429673433303833,0
8,australian,001 knn,007 backward selection,0.8786127167630058,0.8786127167630058,3.4058868885040283,0
9,australian,001 knn,008 stepwise selection,0.8786127167630058,0.8786127167630058,3.5519211292266846,0
10,australian,001 knn,009 bayesian selection,0.8959537572254336,0.8959537572254335,34.2567937374115,67
11,australian,001 knn,013 bayesian weighting,0.9132947976878613,0.9132947976878613,88.15501189231873,112
12,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0
13,glass,000 rf,000 all,0.7407407407407407,0.7407407407407407,0.0,0
14,glass,001 knn,003 feature importance selection,0.5740740740740741,0.5740740740740741,0.15269756317138672,0
15,glass,001 knn,011 feature importance weighting,0.5925925925925926,0.5925925925925926,0.15269756317138672,0
16,glass,001 knn,004 l1,0.6481481481481481,0.6481481481481481,0.0038454532623291016,0
17,glass,001 knn,005 relieff selection,0.6296296296296297,0.6296296296296297,0.01825404167175293,0
18,glass,001 knn,012 relieff weighting,0.5555555555555556,0.5555555555555556,0.01825404167175293,0
19,glass,001 knn,006 forward selection,0.5370370370370371,0.5370370370370371,4.237943649291992,0
20,glass,001 knn,007 backward selection,0.5185185185185185,0.5185185185185185,2.8346140384674072,0
21,glass,001 knn,008 stepwise selection,0.5925925925925926,0.5925925925925926,2.119992733001709,0
22,glass,001 knn,009 bayesian selection,0.7407407407407407,0.7407407407407407,30.241803646087646,49
23,glass,001 knn,013 bayesian weighting,0.7777777777777778,0.7777777777777778,78.10715198516846,28
24,breast_cancer,001 knn,000 all,0.9230769230769231,0.9230769230769231,0.0,0
25,breast_cancer,000 rf,000 all,0.9370629370629371,0.9370629370629371,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.9300699300699301,0.9300699300699301,0.18123197555541992,0
27,breast_cancer,001 knn,011 feature importance weighting,0.9230769230769231,0.9230769230769231,0.18123197555541992,0
28,breast_cancer,001 knn,004 l1,0.916083916083916,0.916083916083916,0.01663041114807129,0
29,breast_cancer,001 knn,005 relieff selection,0.9300699300699301,0.9300699300699301,0.054405927658081055,0
30,breast_cancer,001 knn,012 relieff weighting,0.9020979020979021,0.9020979020979021,0.054405927658081055,0
31,breast_cancer,001 knn,006 forward selection,0.8531468531468531,0.8531468531468531,11.013607263565063,0
