,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,abalone,001 knn,000 all,6.6233882640638715,0.41402457928276015,0.0,0
1,abalone,000 rf,000 all,4.9202630564232335,0.5647011620668454,0.0,0
2,abalone,001 knn,002 intercorrelation,6.938278197637383,0.3861660642827428,0.018574237823486328,0
3,abalone,001 knn,010 correlation weighting,6.339040668971717,0.4391809939486624,0.018574237823486328,0
4,abalone,001 knn,003 feature importance selection,5.938628201884148,0.4746057425075071,1.0610642433166504,0
5,abalone,001 knn,011 feature importance weighting,6.048141133284732,0.4649170630140206,1.0610642433166504,0
6,abalone,001 knn,004 l1,6.814263071189943,0.39713776230165865,0.01705002784729004,0
7,abalone,001 knn,005 relieff selection,6.059202917527816,0.4639384198457054,0.22021102905273438,0
8,abalone,001 knn,012 relieff weighting,6.032476939179242,0.4663028843437109,0.22021102905273438,0
9,abalone,001 knn,006 forward selection,6.041820331743155,0.4654762683927375,2.969726800918579,0
10,abalone,001 knn,007 backward selection,6.032476939179242,0.4663028843437109,1.867483377456665,0
11,abalone,001 knn,008 stepwise selection,6.041820331743155,0.4654762683927375,2.943326711654663,0
12,abalone,001 knn,009 bayesian selection,6.019227517801025,0.4674750691767343,32.68688678741455,15
13,abalone,001 knn,013 bayesian weighting,5.689594141941056,0.496637946000669,83.4096269607544,361
14,bike,001 knn,000 all,774850.5629638062,0.7811868987649837,0.0,0
15,bike,000 rf,000 all,425965.67033579556,0.8797098772319254,0.0,0
16,bike,001 knn,002 intercorrelation,910642.8034557782,0.7428399933280867,0.021198749542236328,0
17,bike,001 knn,010 correlation weighting,528414.4996078729,0.8507789489698688,0.021198749542236328,0
18,bike,001 knn,003 feature importance selection,591853.2105511704,0.8328642416142222,0.2659573554992676,0
19,bike,001 knn,011 feature importance weighting,820928.2384512244,0.7681748425659956,0.2659573554992676,0
20,bike,001 knn,004 l1,820928.2384512244,0.7681748425659956,0.00722813606262207,0
21,bike,001 knn,005 relieff selection,1815296.8793386966,0.48737116701443073,0.07394766807556152,0
22,bike,001 knn,012 relieff weighting,1217540.3981523647,0.6561739732373664,0.07394766807556152,0
23,bike,001 knn,006 forward selection,1523726.3751855223,0.5697089096604193,11.467582941055298,0
