,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.8439306358381503,0.8439306358381503,0.0,0
1,australian,000 rf,000 all,0.8497109826589595,0.8497109826589595,0.0,0
2,australian,001 knn,003 feature importance selection,0.838150289017341,0.8381502890173411,0.1380319595336914,0
3,australian,001 knn,011 feature importance weighting,0.838150289017341,0.8381502890173411,0.1380319595336914,0
4,australian,001 knn,004 l1,0.8439306358381503,0.8439306358381503,0.009653568267822266,0
5,australian,001 knn,005 relieff selection,0.8554913294797688,0.8554913294797687,0.05884194374084473,0
6,australian,001 knn,012 relieff weighting,0.8554913294797688,0.8554913294797687,0.05884194374084473,0
7,australian,001 knn,006 forward selection,0.8265895953757225,0.8265895953757225,3.4679834842681885,0
8,australian,001 knn,007 backward selection,0.8439306358381503,0.8439306358381503,3.383660316467285,0
9,australian,001 knn,008 stepwise selection,0.8265895953757225,0.8265895953757225,5.234373569488525,0
10,australian,001 knn,009 bayesian selection,0.8670520231213873,0.8670520231213873,33.89812207221985,106
11,australian,001 knn,013 bayesian weighting,0.9017341040462428,0.9017341040462428,88.3920271396637,286
12,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0
13,glass,000 rf,000 all,0.8333333333333334,0.8333333333333334,0.0,0
14,glass,001 knn,003 feature importance selection,0.6111111111111112,0.6111111111111112,0.1549208164215088,0
15,glass,001 knn,011 feature importance weighting,0.6296296296296297,0.6296296296296297,0.1549208164215088,0
16,glass,001 knn,004 l1,0.7037037037037037,0.7037037037037037,0.004029750823974609,0
17,glass,001 knn,005 relieff selection,0.7222222222222222,0.7222222222222222,0.013753890991210938,0
18,glass,001 knn,012 relieff weighting,0.5925925925925926,0.5925925925925926,0.013753890991210938,0
19,glass,001 knn,006 forward selection,0.6851851851851852,0.6851851851851852,5.351737022399902,0
20,glass,001 knn,007 backward selection,0.6296296296296297,0.6296296296296297,4.133016347885132,0
21,glass,001 knn,008 stepwise selection,0.5925925925925926,0.5925925925925926,3.1889190673828125,0
22,glass,001 knn,009 bayesian selection,0.7037037037037037,0.7037037037037037,30.61928081512451,40
23,glass,001 knn,013 bayesian weighting,0.8333333333333334,0.8333333333333334,77.94972395896912,400
24,breast_cancer,001 knn,000 all,0.9440559440559441,0.9440559440559441,0.0,0
25,breast_cancer,000 rf,000 all,0.951048951048951,0.951048951048951,0.0,0
