,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,4308.39008636736,0.3674526553670615,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,4239.8559741381805,0.3775146668930175,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,4212.2118606209515,0.381573308345978,0.02176499366760254,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,4062.3546273546262,0.40357498253898894,0.02176499366760254,0,0.20162623210842218,0.06791520646746275,0.5739518723582498,0.4570436092508963,0.2904286121637343,0.23227298719391692,0.3863656781278886,0.4771470213837898,0.569229211088599,0.41434754258670087
4,diabetes,001 knn,003 feature importance selection,4387.054854441219,0.3559032856108888,0.23119044303894043,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3868.443488943489,0.43204454384561963,0.23119044303894043,0,0.05437090732478326,0.008773072356939885,0.24202904807888212,0.10328445717078012,0.04846939440676481,0.04453864213215207,0.04645784747861506,0.03038286418546823,0.31579666930701383,0.10589709755860052
6,diabetes,001 knn,004 l1,3870.013923013923,0.4318139765382819,0.0071887969970703125,0,True,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3861.908290521927,0.4330040257693406,0.05920982360839844,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3864.053793462884,0.43268902825031397,0.05920982360839844,0,0.9276315789473685,0.0,0.9819078947368421,0.9539473684210527,0.9769736842105263,1.0,0.9210526315789473,0.13322368421052633,0.9769736842105263,0.9342105263157895
9,diabetes,001 knn,006 forward selection,3763.3026208026217,0.44748107016326855,4.642982721328735,0,False,False,True,True,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3872.948719380537,0.4313830968798651,3.138185501098633,0,True,True,True,True,False,True,False,True,True,True
11,diabetes,001 knn,008 stepwise selection,3780.3465304147117,0.4449787248437477,3.476109266281128,0,False,False,True,True,True,True,False,False,True,False
12,diabetes,001 knn,009 bayesian selection,3747.7803588712677,0.4497600108744272,31.627583503723145,50,True,False,True,True,True,False,False,False,True,False
13,diabetes,001 knn,013 bayesian weighting,3362.1440883031787,0.5063781893708101,80.62981843948364,304,0.5765592463670712,0.484874470630458,0.8441965524920757,0.8742505424971744,0.584242745333633,0.01976090259661302,0.4260962106467645,0.1550209687834654,0.2967561304099315,0.06028104671537696
