,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9111111111111111,0.9111111111111111,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,0.9333333333333333,0.9333333333333333,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.8888888888888888,0.8888888888888888,0.1452779769897461,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,0.9111111111111111,0.9111111111111111,0.1452779769897461,0,0.092541837065783,0.02430351106013226,0.017127972959337594,0.029915010862767457,0.03423591547004362,0.06233874074114675,0.1297869102504281,0.010992917016251701,0.018155733518344493,0.156216951285067,0.09528988878078068,0.14697170961294478,0.18212290137697265
4,wine,001 knn,004 l1,0.9333333333333333,0.9333333333333333,0.003951311111450195,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.9333333333333333,0.9333333333333333,0.035060882568359375,0,True,False,True,True,True,True,True,True,True,False,True,False,False
6,wine,001 knn,012 relieff weighting,0.9111111111111111,0.9111111111111111,0.035060882568359375,0,0.023419203747072626,0.00936768149882905,0.07025761124121777,0.09836065573770492,0.07025761124121777,0.032786885245901676,0.0187353629976581,0.10772833723653397,0.042154566744730726,0.00936768149882905,0.07962529274004682,0.014051522248243575,0.0
7,wine,001 knn,006 forward selection,0.8444444444444444,0.8444444444444444,4.573202610015869,0,False,False,False,False,False,False,False,False,False,True,False,True,False
8,wine,001 knn,007 backward selection,0.8666666666666667,0.8666666666666667,2.9525954723358154,0,True,True,True,False,True,True,True,True,True,True,True,True,True
9,wine,001 knn,008 stepwise selection,0.9111111111111111,0.9111111111111111,3.0623362064361572,0,True,True,False,False,False,True,False,False,True,False,True,False,False
10,wine,001 knn,009 bayesian selection,0.9555555555555556,0.9555555555555556,32.98643493652344,36,True,True,False,True,False,True,True,False,False,False,True,True,False
11,wine,001 knn,013 bayesian weighting,1.0,1.0,84.67901730537415,114,0.8011506480867443,0.1808383744698921,0.9466081519342138,0.06401191218389135,0.09943992431829929,0.13905658713719046,0.027631366730367764,0.06776227549689583,0.5844782344946513,0.9782554947924201,0.4399532275085849,0.39215642448337895,0.42855241504334596
