,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,6.274481784030747,0.4278912807301518,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.888709823249756,0.5542462928205965,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.595561886873248,0.39861512171925595,0.021691560745239258,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,6.010204490600493,0.45198814626911843,0.021691560745239258,0,0.34827826443912707,0.5620699370231782,0.580218537024356,0.5383958102568102,0.5395602801376707,0.4218813175797639,0.5070254683054654,0.6239289535608656
4,abalone,001 knn,003 feature importance selection,5.7361849183205464,0.4769733150763571,1.074425220489502,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.911365029833528,0.4610003514613671,1.074425220489502,0,0.027819328263855168,0.04968596951080091,0.05833045322878748,0.05152123980030577,0.08089121729248042,0.16515592916083835,0.06963011084834993,0.49696575189458186
6,abalone,001 knn,004 l1,6.525413639371761,0.4050112553631914,0.016890287399291992,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.91822163160726,0.46037516490503716,0.2277991771697998,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.894847810969395,0.46250639534762217,0.2277991771697998,0,0.0,0.7418324379265282,0.6796863656163786,0.4040946711195005,0.9979671845506026,1.0,0.9770582256425149,0.9303034703063743
9,abalone,001 knn,006 forward selection,5.885940707192604,0.46331854715705334,2.960989475250244,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.885940707192604,0.46331854715705334,4.3906331062316895,0,False,False,False,False,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.885940707192604,0.46331854715705334,4.979227542877197,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.875693748938309,0.4642528672116907,32.95536804199219,50,False,True,True,True,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,5.598253075365929,0.4895499728363869,83.70380449295044,378,0.7699661139957756,0.3400663426534893,0.777072220717858,0.974174637497549,0.16060828739195346,0.847784982300183,0.036232838303345276,0.25219122746520617
