,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3650.2469287469285,0.41992139859795674,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3729.942511469927,0.40725658356864913,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3766.158476658477,0.4015013273229543,0.021747589111328125,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3455.331695331695,0.4508963321294467,0.021747589111328125,0,0.1751024010989567,0.06953424125186719,0.589140503686829,0.46384841585851955,0.2209282342643615,0.18752666995240538,0.3866004980778148,0.4138779611193,0.5702265605510362,0.4218773756614323
4,diabetes,001 knn,003 feature importance selection,3863.128229469138,0.3860913893963659,0.2107250690460205,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3369.199073039982,0.46458408861533973,0.2107250690460205,0,0.056952399567145456,0.012395283607005512,0.30600885699951863,0.10756432083847357,0.04872438565848865,0.04475664579487021,0.051438263643346104,0.019002114604445702,0.26560695566117465,0.08755077362553161
6,diabetes,001 knn,004 l1,3386.9093142729503,0.46176966751850734,0.016798973083496094,0,False,True,True,True,True,False,True,False,True,True
7,diabetes,001 knn,005 relieff selection,3398.595171617899,0.4599126107447705,0.060007333755493164,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3364.6782443600623,0.4653025156228865,0.060007333755493164,0,0.9099836333878887,0.0,0.9950900163666121,0.9263502454991817,0.9623567921440261,1.0,0.9083469721767594,0.9774305555555556,0.9934533551554828,0.9263502454991817
9,diabetes,001 knn,006 forward selection,3324.250558409649,0.47172707702429484,5.79703164100647,0,False,False,True,True,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3419.3147569056664,0.45661996005840055,2.218451976776123,0,True,True,True,True,True,True,False,True,True,True
11,diabetes,001 knn,008 stepwise selection,3401.654549177277,0.45942643008618855,6.918858289718628,0,False,False,True,True,False,False,False,False,True,True
12,diabetes,001 knn,009 bayesian selection,3363.202330429603,0.4655370603277469,31.252983808517456,14,False,False,True,False,True,True,True,False,True,True
13,diabetes,001 knn,013 bayesian weighting,3186.1432506887054,0.4936743851023453,80.57777118682861,423,0.6345369336919835,0.8483755388739604,0.7626481032495613,0.586881404459115,0.05200769444014768,0.9125935820793722,0.7081347296651537,0.3751870095347785,0.6165165479764427,0.2631887323228294
