,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,6.12190704980748,0.4261164090063293,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.80565064060212,0.5495057301177895,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.460928409267858,0.39433565937916926,0.021604061126708984,0,True,False,False,True,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.878124823051443,0.44896919304452987,0.021604061126708984,0,0.3554114358937646,0.5632233992940476,0.580339020338045,0.6017713791742445,0.5442089902460866,0.42730563894284745,0.5079740895260021,0.6284653563602419
4,abalone,001 knn,003 feature importance selection,5.55999739443249,0.47879129090456973,1.0632240772247314,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.7194511586591545,0.4638436776743535,1.0632240772247314,0,0.02771815302186289,0.04842382224089054,0.05184291322200475,0.05297565746143978,0.08215704334834077,0.15632697369685383,0.0725046076045345,0.5080508294040731
6,abalone,001 knn,004 l1,6.388992207185527,0.4010791472559988,0.016287565231323242,0,False,False,False,True,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.716243324615667,0.46414438843412353,0.22727704048156738,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.703386198189461,0.4653496491189557,0.22727704048156738,0,0.0,0.7461900014242986,0.7094430992736077,0.40150975644495085,0.9943028058681099,1.0,0.9723686084603332,0.933057968950292
9,abalone,001 knn,006 forward selection,5.70619583162283,0.46508626672667197,2.982938766479492,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.702053797669942,0.46547455183122544,2.6751868724823,0,False,True,True,True,True,True,False,True
11,abalone,001 knn,008 stepwise selection,5.70619583162283,0.46508626672667197,2.994601249694824,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.70017237001359,0.46565092178438505,32.85722804069519,39,True,True,False,False,True,True,False,True
13,abalone,001 knn,013 bayesian weighting,5.333421866594943,0.5000310739474678,83.85334372520447,447,0.7389717234496735,0.2968145584136674,0.958022688545698,0.6197093582412061,0.03599458566537452,0.7448210161532192,0.20300697554225566,0.19157642369641015
