,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.557081304323207,0.4536117783650009,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.411797099738463,0.5662194163570682,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,5.936561641799496,0.4163001798145508,0.01905083656311035,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.34409750484839,0.47455295828647825,0.01905083656311035,0,0.34860845361576975,0.5555346543808277,0.5723211912091665,0.5430300023508056,0.5384844129995563,0.4186166486303632,0.5045068971300595,0.6277875163552711
4,abalone,001 knn,003 feature importance selection,5.082083516180175,0.5003149274699316,1.061821460723877,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.268853116771892,0.48195120300122585,1.061821460723877,0,0.027788660878206754,0.054980700078733145,0.05268901709815958,0.04787773973356583,0.0827170575070294,0.1598306297336992,0.06994951273447769,0.5041666822361284
6,abalone,001 knn,004 l1,5.927919076116193,0.41714994173730524,0.008838415145874023,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.285535229573058,0.48031096967596343,0.22886872291564941,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.263069774355199,0.4825198378663851,0.22886872291564941,0,0.0,0.7760617760617761,0.7111397111397112,0.43057343057343056,1.0,0.9931359931359931,0.9891319891319892,0.9202059202059202
9,abalone,001 knn,006 forward selection,5.2737864867925595,0.48146613986742515,2.960087537765503,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.27225820421987,0.48161640500686054,2.6598474979400635,0,False,True,True,True,True,True,False,True
11,abalone,001 knn,008 stepwise selection,5.2737864867925595,0.48146613986742515,3.008726119995117,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.261823127530364,0.4826424117688217,32.89195942878723,150,False,True,False,True,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,4.935457792460576,0.514731590470124,83.40681290626526,328,0.003893870737929384,0.09529639840404824,0.2955219088865235,0.8720851239989843,0.05563240005115329,0.4326811586919868,0.12587817392696166,0.11439201780223154
