,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,6.209318354343026,0.4435670502548038,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.827510738807343,0.5673943761568669,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.473311335678491,0.41990996183804086,0.021620750427246094,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,6.006805308810622,0.46171476387761423,0.021620750427246094,0,0.3557444577910518,0.5548715928167041,0.570833460064725,0.5389514121869771,0.5342327287036546,0.4157754558433742,0.49739273179387894,0.6245442908492168
4,abalone,001 knn,003 feature importance selection,5.69427560357153,0.48972135266002903,1.077563762664795,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.787156056241329,0.4813980969814765,1.077563762664795,0,0.02835930214688896,0.04724785153907106,0.061912498578114074,0.05111635816372085,0.07967172928926351,0.1620914683666447,0.07733916116578309,0.49226163075051377
6,abalone,001 knn,004 l1,6.455773499653181,0.4214815723232538,0.015509366989135742,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.801476856898162,0.4801147732899764,0.2255547046661377,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.780241017206478,0.4820177713721565,0.2255547046661377,0,0.0,0.7613455125416848,0.6859504132231405,0.4151080179788314,0.9997100188487749,1.0,0.9849209801362911,0.9205451645643034
9,abalone,001 knn,006 forward selection,5.771724129236149,0.4827809915560056,2.9419634342193604,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.765420159926107,0.4833459064207487,2.670525550842285,0,False,True,True,True,True,True,False,True
11,abalone,001 knn,008 stepwise selection,5.776064102269189,0.48239207543691176,2.026883363723755,0,False,False,False,True,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.759958532105546,0.4838353369033199,33.03544735908508,60,False,True,True,False,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,5.490616838247785,0.5079717371730559,83.39227819442749,482,0.335373504904341,0.6505392086334412,0.22445825617649193,0.9975680133988132,0.03355546853858992,0.4468521298941299,0.04775247112373527,0.15513032605654536
