,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.838150289017341,0.8381502890173411,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8670520231213873,0.8670520231213873,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8265895953757225,0.8265895953757225,0.1385655403137207,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8092485549132948,0.8092485549132948,0.1385655403137207,0,0.012683725678216825,0.06890207575402713,0.0755515856451329,0.01681801717071193,0.07234866025678625,0.027521552546115453,0.09118424778018902,0.30066460549707785,0.051094392244100055,0.10336173640694157,0.011151961385710838,0.019079307700050556,0.06589971390425503,0.08373841803068455
4,australian,001 knn,004 l1,0.8439306358381503,0.8439306358381503,0.0077092647552490234,0,False,False,False,True,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.838150289017341,0.8381502890173411,0.055809736251831055,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8439306358381503,0.8439306358381503,0.055809736251831055,0,0.7768662838392125,0.0,0.03693931398416883,0.8933552091878589,0.534740545294635,0.40935192780968005,0.17590149516270892,1.0,0.8687448728465955,0.07136997538966366,0.7424118129614438,0.9376538146021329,0.24450307827616535,0.27616534740545295
7,australian,001 knn,006 forward selection,0.8092485549132948,0.8092485549132948,3.4418575763702393,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.8092485549132948,0.8092485549132948,3.3992362022399902,0,True,True,True,True,True,True,True,True,False,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8092485549132948,0.8092485549132948,5.2043232917785645,0,True,False,False,False,True,False,True,True,False,True,False,False,False,False
10,australian,001 knn,009 bayesian selection,0.861271676300578,0.861271676300578,34.10599660873413,35,True,True,False,False,True,False,False,True,True,False,True,False,True,True
11,australian,001 knn,013 bayesian weighting,0.8959537572254336,0.8959537572254335,88.34885358810425,124,0.6756176551977621,0.05742926800861452,0.08079819386994447,0.8699982533655564,0.2930542214826499,0.7477444989981186,0.2619751556313954,0.23761981699385026,0.9384502969114229,0.07804721793715247,0.4547420696389277,0.2600683404122905,0.5529769388725871,0.50409707723682
