,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,6.352617666367033,0.4491353270102112,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.977644530210692,0.5683655666999967,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.635458677203364,0.42460888308972244,0.021648645401000977,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,6.0873881242745105,0.4721345995377493,0.021648645401000977,0,0.34280567218849023,0.5475111985597921,0.5673170113159701,0.5324825301655989,0.5320738034004319,0.4122404025690044,0.4969109750921451,0.6170856517001779
4,abalone,001 knn,003 feature importance selection,5.747616812590244,0.5015977314830571,1.082974910736084,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.8450809849310605,0.4931461651769349,1.082974910736084,0,0.02893377214377165,0.05248800643803646,0.048800466869607276,0.05653264633476644,0.08682593854538048,0.16010273544828235,0.07392194096521132,0.492394493254944
6,abalone,001 knn,004 l1,6.527611251981824,0.4339608289721243,0.009577035903930664,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.863259109311741,0.4915698564694949,0.22581839561462402,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.837807204814417,0.49377690807943453,0.22581839561462402,0,0.0,0.7414152648408174,0.673849575976644,0.3793966356179619,1.0,0.9930487974419575,0.9774781037119422,0.9346586959544001
9,abalone,001 knn,006 forward selection,5.844531183644291,0.49319384097326835,2.9845094680786133,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.828565402841086,0.4945783072016938,3.7617921829223633,0,False,True,False,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.844531183644291,0.49319384097326835,4.967594146728516,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.828565402841086,0.4945783072016938,32.8814537525177,148,False,True,False,True,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,5.5511906426063815,0.5186307474109112,83.9111225605011,470,0.6698343921192521,0.81212035635086,0.26084989913381024,0.8765659027089132,0.059504817652386424,0.5846829036501254,0.14795201861116045,0.1946113516785031
