,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8554913294797688,0.8554913294797687,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8728323699421965,0.8728323699421965,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8728323699421965,0.8728323699421965,0.16130542755126953,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8554913294797688,0.8554913294797687,0.16130542755126953,0,0.011961514775419771,0.0790022856586543,0.08481963269558114,0.018516888667157665,0.08183985074141074,0.03199986098567192,0.09543470690222804,0.26231867363851213,0.059723840850892655,0.09597798566562303,0.012557917495989966,0.010982848427714346,0.07840240108749008,0.07646159240765406
4,australian,001 knn,004 l1,0.8728323699421965,0.8728323699421965,0.004044532775878906,0,False,False,False,False,True,False,False,True,True,True,False,False,False,False
5,australian,001 knn,005 relieff selection,0.8728323699421965,0.8728323699421965,0.05573630332946777,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.884393063583815,0.884393063583815,0.05573630332946777,0,0.7880184331797235,0.0,0.01671309192200554,0.9502304147465438,0.43825441039925717,0.3327188940092166,0.1745589600742804,0.9981566820276497,0.9078341013824884,0.17235023041474654,0.83963133640553,1.0,0.21169916434540392,0.3119777158774373
7,australian,001 knn,006 forward selection,0.884393063583815,0.884393063583815,5.1846606731414795,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
8,australian,001 knn,007 backward selection,0.8728323699421965,0.8728323699421965,4.827802896499634,0,True,True,True,True,True,True,True,True,True,True,True,False,False,True
9,australian,001 knn,008 stepwise selection,0.8554913294797688,0.8554913294797687,5.193037271499634,0,True,False,True,True,False,True,False,True,True,False,False,False,True,False
10,australian,001 knn,009 bayesian selection,0.8901734104046243,0.8901734104046243,33.747721910476685,12,False,False,False,True,True,False,False,True,True,True,True,True,True,True
11,australian,001 knn,013 bayesian weighting,0.9132947976878613,0.9132947976878613,88.15696430206299,128,0.1970458268272473,0.8186426856572445,0.258574601773963,0.424404148837252,0.03845275127992909,0.1544423560956643,0.036774136438049214,0.9742743459306644,0.12474124696212716,0.048319104789401116,0.8506348828914898,0.5130749265740334,0.9407444658925896,0.5519232820920726
