,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,6.5009566281390665,0.42786238071262106,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,5.293937323501882,0.5340900008754568,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.822384302185669,0.399574103352625,0.021815061569213867,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,6.295438443135812,0.44594967029382904,0.021815061569213867,0,0.3541063059056948,0.5596354982180013,0.5787271040352618,0.5461011712539544,0.5435177139324436,0.4247784749114408,0.5088680640685475,0.6294644178741684
4,abalone,001 knn,003 feature importance selection,6.022151747543954,0.4700011458446818,1.0789494514465332,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,6.116235140744883,0.4617210339043154,1.0789494514465332,0,0.02807502489700873,0.05022759426337233,0.04629258065427745,0.051375213638701483,0.08123612470335426,0.15878349255681187,0.07571227675246112,0.5082976925340129
6,abalone,001 knn,004 l1,6.782229852637241,0.4031080249710206,0.01622176170349121,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,6.116705226706491,0.46167966247572123,0.22907042503356934,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,6.086073153187906,0.46437553673227305,0.22907042503356934,0,0.0,0.737555270289545,0.7118813293396092,0.4183426044786764,1.0,0.9991442019683354,0.9860219654828127,0.9181286549707602
9,abalone,001 knn,006 forward selection,6.0748641919821065,0.46536201745285066,2.9755263328552246,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,6.07993033977662,0.4649161548046421,3.816540241241455,0,False,False,True,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,6.07597279681351,0.46526445111527126,2.0185701847076416,0,False,False,False,True,False,True,False,True
12,abalone,001 knn,009 bayesian selection,6.074431243099006,0.46540012051327984,32.685030937194824,39,True,True,True,True,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,5.775041472318167,0.49174888124060334,83.56287574768066,231,0.4347659076929191,0.2864334089883746,0.4113711636115914,0.46267980673375914,0.17818261291827464,0.9813448998785016,0.06548833182338633,0.2758022736966766
