,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,2996.4412925322004,0.4628626445529975,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,2927.514944660473,0.475218273314592,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,2956.284733080188,0.470061046270949,0.01941061019897461,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,2936.6209143027327,0.4735859515118541,0.01941061019897461,0,0.18106305552279084,0.08025692991190404,0.5651624296285741,0.4577558893243799,0.1837317396269635,0.14017825805355072,0.41302676440510905,0.4188895687373452,0.5552925271757863,0.3811162536263963
4,diabetes,001 knn,003 feature importance selection,3684.242405628769,0.3395684982992626,0.23128294944763184,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,2830.5743243243232,0.49259569651741675,0.23128294944763184,0,0.06779573526766987,0.009511256955478053,0.24300670880264147,0.11803477002538981,0.04410511398794907,0.052041408676803236,0.05825849623458567,0.023799562532292783,0.3117250898971321,0.0717218576200579
6,diabetes,001 knn,004 l1,2868.836627950264,0.4857368561209209,0.01673746109008789,0,False,True,True,True,True,False,True,False,True,True
7,diabetes,001 knn,005 relieff selection,2845.699705904251,0.4898843443937435,0.032959938049316406,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,2855.3677127540755,0.48815127268474645,0.032959938049316406,0,0.9242174629324547,0.0,0.9884678747940692,0.9357495881383855,0.9654036243822076,1.0,0.9011532125205931,0.10049423393739704,0.985172981878089,0.9406919275123559
9,diabetes,001 knn,006 forward selection,2910.7657471521106,0.478220708128824,4.604931831359863,0,False,False,True,False,False,False,False,True,True,False
10,diabetes,001 knn,007 backward selection,2868.854199240562,0.48573370631904556,4.613569498062134,0,False,True,True,True,False,True,False,True,True,False
11,diabetes,001 knn,008 stepwise selection,2839.379830243467,0.49101723536933095,2.314391851425171,0,True,False,True,False,False,True,True,True,True,False
12,diabetes,001 knn,009 bayesian selection,2837.0454731591094,0.4914356885504715,31.255435466766357,48,True,True,True,False,False,False,True,True,True,False
13,diabetes,001 knn,013 bayesian weighting,2530.5893455438913,0.5463705322125214,80.43911504745483,481,0.8180107685651411,0.016506199702920478,0.9469166517931206,0.059734291261733734,0.07982482992418465,0.2108304949399253,0.7174483338288496,0.09966233617949749,0.16444973467981341,0.16134843087040074
