,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,4110.94185094185,0.4184453034725577,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3696.772358633485,0.4770358216904529,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,4011.754765095674,0.4324768119930441,0.01682257652282715,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3846.148183307275,0.4559043594765567,0.01682257652282715,0,0.2057581257643647,0.09736269985748343,0.5817289965154316,0.47829318776091173,0.20099033877881142,0.17006950260143203,0.3809876501775567,0.4177614053036587,0.5482030768795659,0.3977918966937355
4,diabetes,001 knn,003 feature importance selection,4428.702888839252,0.37349321447126704,0.2191929817199707,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3456.845990618718,0.5109770232931444,0.2191929817199707,0,0.05865245155221291,0.009703172775200542,0.2716293015274942,0.12140255406043159,0.04615750088865392,0.05375359850270965,0.05097538885094971,0.017931405038556492,0.29918500550155125,0.07060962130223986
6,diabetes,001 knn,004 l1,3456.845990618718,0.5109770232931444,0.007315158843994141,0,True,True,True,True,True,True,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3382.2253555208104,0.5215332370204455,0.05782175064086914,0,True,False,True,False,True,True,True,False,True,True
8,diabetes,001 knn,012 relieff weighting,3383.246947360584,0.5213887174543956,0.05782175064086914,0,0.9456342668863262,0.0,0.9835255354200988,0.9044481054365733,0.9769357495881383,1.0,0.9093904448105437,0.016474464579901153,0.9670510708401977,0.9341021416803954
9,diabetes,001 knn,006 forward selection,4401.310643287916,0.37736826053769656,5.766874074935913,0,False,False,True,True,True,False,False,False,False,False
10,diabetes,001 knn,007 backward selection,3564.712381803291,0.4957176961935692,5.231234550476074,0,True,False,True,True,True,False,False,False,True,False
11,diabetes,001 knn,008 stepwise selection,4369.133366837912,0.3819202213582259,3.4889626502990723,0,False,True,True,True,False,False,True,True,False,False
12,diabetes,001 knn,009 bayesian selection,3375.7230846549032,0.5224530812549961,31.063804864883423,14,True,True,True,True,False,True,True,False,True,True
13,diabetes,001 knn,013 bayesian weighting,3163.854887945797,0.5524250315545975,81.24029278755188,217,0.7817806928201223,0.2911633650770342,0.5246439963194187,0.11904345913290164,0.9613304545845023,0.1389434469785132,0.3947321386368048,0.8903269961889156,0.4161086875408767,0.8408491861107246
