,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.341000838736163,0.4423668019720395,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.732975133355854,0.5058484094107416,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,5.825076021524024,0.3918263882154599,0.022022247314453125,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.167657453250191,0.46046491304225023,0.022022247314453125,0,0.3547539513381788,0.5635634451918169,0.5826759507993401,0.5582705931428021,0.5466957309253967,0.4269984661914663,0.5109902407084366,0.6338522458521823
4,abalone,001 knn,003 feature importance selection,5.0334442948246085,0.4744775887579127,1.0648088455200195,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.254508184755528,0.45139716476384917,1.0648088455200195,0,0.025021719547793825,0.049731901192477106,0.05365058308562263,0.0532403316298035,0.07997949241875765,0.15563338185832035,0.07111572074831256,0.5116268695189125
6,abalone,001 knn,004 l1,5.920345124890292,0.38187971035724044,0.006022930145263672,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.2764062323051455,0.4491108744871094,0.22641301155090332,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.25583908121231,0.4512582110228093,0.22641301155090332,0,0.0,0.7610657498925655,0.6842859189227904,0.41527001862197394,0.9982810485603781,1.0,0.9871078642028362,0.938977223893425
9,abalone,001 knn,006 forward selection,5.270761639676113,0.4497002045273639,2.9617247581481934,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.26030298459132,0.45079215217127877,3.280674457550049,0,False,True,True,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.270761639676113,0.4497002045273639,6.9525299072265625,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.247372645699443,0.45214215874225105,33.063796281814575,140,False,True,False,True,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,4.913336568542793,0.4870175709703558,83.51502585411072,389,0.08270181664665296,0.4040791406778639,0.9633805021476123,0.9409280992592396,0.24568572824314364,0.9185780427229008,0.027341840021233625,0.24963709696277794
