,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.6849331621061125,0.45309366443928933,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.66644224358087,0.5510753152642116,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,5.913467200815378,0.43110805614850156,0.02144932746887207,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.431498988738994,0.47747473473681923,0.02144932746887207,0,0.3478690262044071,0.5494301794300817,0.5675040028632296,0.5403503609861728,0.5342365744219063,0.4127599272353366,0.5006650881658179,0.622725000754591
4,abalone,001 knn,003 feature importance selection,5.185994256249823,0.5010929708320915,1.062535047531128,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.224101167683531,0.4974269802746889,1.062535047531128,0,0.026447100207753482,0.055486803454484306,0.04835134569981801,0.05415006753709684,0.08850985243962778,0.1643114354721875,0.0704231698259892,0.49232022536304265
6,abalone,001 knn,004 l1,5.88001514237281,0.4343262369393923,0.015532732009887695,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.228757192958863,0.4969790577311869,0.2320394515991211,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.213870488696526,0.4984111999647949,0.2320394515991211,0,0.0,0.7417016958979562,0.6961878533120742,0.41991592984490506,1.0,0.9959414407885201,0.9846354544136832,0.9336135671836499
9,abalone,001 knn,006 forward selection,5.21617272214122,0.4981897187228983,2.9801762104034424,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.21041129922709,0.4987439835847238,2.666839838027954,0,False,True,True,True,True,True,False,True
11,abalone,001 knn,008 stepwise selection,5.21617272214122,0.4981897187228983,2.9942755699157715,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.203118320191954,0.49944558839267716,32.697686433792114,170,False,True,True,True,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,4.906435021835452,0.5279873444519705,83.57449555397034,366,0.8145782807362062,0.23421001310131268,0.3067220622955507,0.606647930088835,0.1859483545609007,0.8931086487903983,0.061279426299971684,0.219451375708413
