,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3168.978091728092,0.46548235177457187,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3825.374308774694,0.3547667355462215,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3157.078326260144,0.46748950817270685,0.02171778678894043,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3053.1980306753035,0.48501119803162673,0.02171778678894043,0,0.16162093577764483,0.03861559743037973,0.5918384752314034,0.44816850567615985,0.16895863019992688,0.1456613258865921,0.37073078339970217,0.3890808059012609,0.5407303221769749,0.38999044393663473
4,diabetes,001 knn,003 feature importance selection,3344.161436229618,0.43593383909925754,0.2207012176513672,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,2978.268985928077,0.49764962455991646,0.2207012176513672,0,0.05882427044621341,0.010966079543102929,0.32591986569918924,0.09612639007635332,0.04387518288841144,0.05217277445422087,0.04802716528277778,0.027462812244083208,0.24748010897664605,0.08914535038900177
6,diabetes,001 knn,004 l1,3057.9979711116075,0.48420158281834,0.014774322509765625,0,False,True,True,True,True,False,True,False,True,True
7,diabetes,001 knn,005 relieff selection,3038.6127056808878,0.48747133293598865,0.05854964256286621,0,False,False,True,True,True,True,True,False,True,True
8,diabetes,001 knn,012 relieff weighting,3003.3555394237205,0.4934182271856101,0.05854964256286621,0,0.88379705400982,0.0,0.972176759410802,0.9018003273322422,0.9656301145662848,1.0,0.9083469721767594,0.049099836333878884,0.9787234042553191,0.911620294599018
9,diabetes,001 knn,006 forward selection,3001.7276077730626,0.49369281355768146,4.644026041030884,0,False,False,True,True,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,2977.0305077805074,0.4978585210583004,3.914196491241455,0,True,True,True,True,False,False,True,False,True,True
11,diabetes,001 knn,008 stepwise selection,2990.9163688481876,0.495516366083845,5.825838327407837,0,False,True,True,True,False,False,True,False,True,False
12,diabetes,001 knn,009 bayesian selection,2965.3725336907146,0.4998248940382256,31.221975803375244,19,True,True,True,True,True,False,False,True,True,True
13,diabetes,001 knn,013 bayesian weighting,2852.322127913036,0.5188933240740619,80.24101328849792,219,0.0018285248868595838,0.651035345968484,0.14140272747965554,0.036354012837539695,0.43448345616760153,0.21434604662896076,0.5738990904679079,0.8043536870623066,0.6039472447716546,0.7061419391344514
