,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3253.07019209292,0.48015950273902586,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3178.0643383448155,0.492145435414156,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3241.4789107289103,0.4820117890754242,0.021704435348510742,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3171.0239930012667,0.493270482341571,0.021704435348510742,0,0.18693821022091997,0.05869288552199625,0.56939248484644,0.4453598510935383,0.2130454655675226,0.18073302998672283,0.40609852475310465,0.42091770233543957,0.5685012919380533,0.40146088044676825
4,diabetes,001 knn,003 feature importance selection,3978.390309731219,0.36425337457033136,0.21377968788146973,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3296.257948030676,0.4732581009257977,0.21377968788146973,0,0.0646793706100513,0.012964486799740159,0.2328471771129398,0.1099741261185987,0.04924427626479948,0.056466908237820385,0.053234125756653414,0.025733502757173284,0.3223152263295128,0.07254080001271067
6,diabetes,001 knn,004 l1,3276.498008338918,0.4764157385630604,0.006832122802734375,0,False,True,True,True,True,False,True,False,True,True
7,diabetes,001 knn,005 relieff selection,3296.193675080039,0.4732683717409497,0.05618023872375488,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3325.801168937533,0.46853709530955223,0.05618023872375488,0,0.9303482587064676,0.0,0.9834162520729685,0.9237147595356551,0.9535655058043118,1.0,0.867330016583748,0.05970149253731343,0.9618573797678275,0.9303482587064676
9,diabetes,001 knn,006 forward selection,3385.689226416499,0.4589669859231851,5.777038097381592,0,True,False,True,True,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3318.120597870599,0.46976445028405844,3.9476795196533203,0,True,False,True,True,False,True,True,False,True,True
11,diabetes,001 knn,008 stepwise selection,3385.689226416499,0.4589669859231851,9.241793155670166,0,True,False,True,True,False,False,False,False,True,False
12,diabetes,001 knn,009 bayesian selection,3351.1625902762266,0.46448434111076575,31.037282943725586,12,True,False,True,False,False,True,True,True,True,False
13,diabetes,001 knn,013 bayesian weighting,2877.493913334822,0.540176578295402,80.45838260650635,439,0.1962431993410374,0.11674352466973667,0.5352916230141704,0.587822792198247,0.7335935047019283,0.7573885806209779,0.775225405936461,0.9576420542031132,0.15174416766656604,0.4774229625179624
