,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,4325.221334971335,0.345048164517042,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,4158.44667104196,0.3703022183083311,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,4209.428411882957,0.362582246969535,0.021936416625976562,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,4163.814198496017,0.36948943401689727,0.021936416625976562,0,0.1862655640604095,0.04149170246474323,0.5912508615208943,0.43879044914687754,0.24369095367786087,0.22318369134275048,0.44085386880097577,0.5122536339181922,0.5786420771525781,0.41009091001467074
4,diabetes,001 knn,003 feature importance selection,4653.408439431167,0.2953520380529777,0.2179124355316162,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3899.7112649839914,0.4094815379264838,0.2179124355316162,0,0.05433452390222629,0.010012441744980864,0.26996055433647814,0.08697525282528801,0.04587926243989432,0.0506341930624492,0.05896548574115831,0.048310803802111335,0.30055937137845945,0.07436811076695399
6,diabetes,001 knn,004 l1,3837.5148723103266,0.4188997013884712,0.006768226623535156,0,True,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3839.2783299828748,0.4186326676923934,0.05776357650756836,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3809.4513252922334,0.42314925770158973,0.05776357650756836,0,0.9158415841584159,0.0,0.9801980198019802,0.9306930693069307,0.9488448844884488,1.0,0.8597359735973598,0.0627062706270627,0.9818481848184818,0.929042904290429
9,diabetes,001 knn,006 forward selection,3944.473773360137,0.4027033213333271,4.64648962020874,0,False,False,True,False,True,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3832.699259176531,0.4196289113910794,3.1332080364227295,0,False,True,True,True,True,True,False,True,True,True
11,diabetes,001 knn,008 stepwise selection,3902.304873054873,0.40908879770928086,3.454694986343384,0,True,True,True,False,False,True,True,False,True,True
12,diabetes,001 knn,009 bayesian selection,3781.2877112649844,0.4274139667817558,31.150453567504883,124,True,False,True,True,False,False,True,False,True,True
13,diabetes,001 knn,013 bayesian weighting,3463.390886754523,0.47555187524527975,80.75561809539795,435,0.8552895958466677,0.0010267424881677395,0.3934015371555978,0.9639952980402349,0.20601365554776038,0.08504289697125397,0.3235671188344913,0.9730438725730791,0.14379123478932268,0.16765602849690828
