,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,2763.3875362966273,0.47527229838643636,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,2909.2965161728134,0.44756627357103296,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,2716.943917057553,0.4840912762742048,0.016585111618041992,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,2719.486412031866,0.48360849290534613,0.016585111618041992,0,0.21106972262046228,0.05607559832782111,0.5861442079757746,0.43421823487595734,0.20287089296001026,0.1720589769143326,0.4003760031395305,0.44708614987498163,0.5501309454871662,0.3965518137895395
4,diabetes,001 knn,003 feature importance selection,2879.7174633310997,0.45318291192148996,0.22958946228027344,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,2859.5826446280994,0.4570062255181744,0.22958946228027344,0,0.05995925398298056,0.010421809101457718,0.33867184494973634,0.09133056380689862,0.04522162487546692,0.051107515702297796,0.05456861309340555,0.02369387982595997,0.2431079856067594,0.08191690905503718
6,diabetes,001 knn,004 l1,2860.354013104013,0.4568597536961273,0.006789207458496094,0,False,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,2836.6244136698688,0.46136566465061335,0.059284210205078125,0,False,False,True,True,True,True,True,False,True,True
8,diabetes,001 knn,012 relieff weighting,2806.524588638225,0.4670811901787453,0.059284210205078125,0,0.9166666666666666,0.0,0.9771241830065359,0.934640522875817,0.9607843137254902,1.0,0.9183006535947712,0.05718954248366013,0.9771241830065359,0.9166666666666666
9,diabetes,001 knn,006 forward selection,2883.411287320378,0.45248150766797846,5.753777503967285,0,False,False,True,True,False,False,False,False,True,True
10,diabetes,001 knn,007 backward selection,2806.524588638225,0.4670811901787453,2.232522487640381,0,True,True,True,True,True,True,True,False,True,True
11,diabetes,001 knn,008 stepwise selection,2813.0140533095077,0.4658489338133467,3.465113401412964,0,False,True,True,True,False,False,True,False,True,False
12,diabetes,001 knn,009 bayesian selection,2741.677164768074,0.47939478689147663,31.359905004501343,30,True,True,False,True,False,False,True,False,True,True
13,diabetes,001 knn,013 bayesian weighting,2461.912441366987,0.5325180996279675,80.31152558326721,357,0.7072390355917082,0.685528318912454,0.10265896343200662,0.9665745377011571,0.03301288415544476,0.05697694335262061,0.7726521166051734,0.7981812078252647,0.9001661313620782,0.7144699020328146
