,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,6.264817517376348,0.43722618678357783,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,5.151865607464895,0.5372035905196206,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.707690029479629,0.39744257749028145,0.020618677139282227,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,6.0363761554740805,0.4577472659654551,0.020618677139282227,0,0.3648824795861339,0.5534649033542827,0.57215677808873,0.5443346092391991,0.537683295192889,0.42322552579420186,0.4994481005307333,0.6274290105583739
4,abalone,001 knn,003 feature importance selection,5.695410352552306,0.48837651008221694,1.0622735023498535,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.927452462770023,0.4675319726584519,1.0622735023498535,0,0.02899310487463512,0.051214194026122255,0.050276062762409694,0.0510999358424399,0.08048173901125935,0.16334696353460848,0.07064624904402216,0.5039417509045031
6,abalone,001 knn,004 l1,6.532879342317602,0.4131459681688271,0.01538228988647461,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.938148892478978,0.4665711034043334,0.22771477699279785,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.910970434550267,0.4690125670804036,0.22771477699279785,0,0.0,0.7409766454352441,0.699929228591649,0.4151450813871196,1.0,0.9954706298655344,0.9793347487615004,0.9232837933474877
9,abalone,001 knn,006 forward selection,5.894914321508451,0.47045490118461564,2.944020986557007,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.894914321508451,0.47045490118461564,4.4194982051849365,0,False,False,False,False,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.894914321508451,0.47045490118461564,4.956985712051392,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.881971043253305,0.4716176067285466,33.02037501335144,58,False,True,True,False,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,5.544215175639138,0.5019584996637729,83.0681357383728,418,0.6812776864317628,0.08013420892040264,0.47746637563416516,0.9774483985615868,0.02334111702547733,0.4006127949775542,0.0004299793532786315,0.07705806076897163
