,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8554913294797688,0.8554913294797687,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.861271676300578,0.861271676300578,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8323699421965318,0.8323699421965318,0.16378259658813477,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8554913294797688,0.8554913294797687,0.16378259658813477,0,0.012206847543259952,0.06828213853663416,0.08669325693190288,0.018716671705299583,0.08155006133630809,0.02362007260605917,0.09958891565554469,0.3122561348259199,0.040926761767911435,0.08307453304348,0.012024094846872342,0.011042010919710061,0.07264190529256118,0.0773765949885366
4,australian,001 knn,004 l1,0.8554913294797688,0.8554913294797687,0.00350189208984375,0,False,False,False,False,True,False,True,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8728323699421965,0.8728323699421965,0.04394888877868652,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8323699421965318,0.8323699421965318,0.04394888877868652,0,0.8108786610878661,0.0,0.021257750221434946,0.9163179916317992,0.5562444641275466,0.400836820083682,0.17360496014171833,1.0,0.8393305439330544,0.04769874476987448,0.8108786610878661,0.9564853556485355,0.23737821080602306,0.23737821080602306
7,australian,001 knn,006 forward selection,0.8323699421965318,0.8323699421965318,3.49122953414917,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.8323699421965318,0.8323699421965318,3.3782780170440674,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8323699421965318,0.8323699421965318,5.165165662765503,0,True,False,True,False,False,True,False,True,False,True,True,True,False,False
10,australian,001 knn,009 bayesian selection,0.8786127167630058,0.8786127167630058,34.71375346183777,15,False,False,False,False,True,False,False,True,True,False,True,False,True,False
11,australian,001 knn,013 bayesian weighting,0.9075144508670521,0.9075144508670521,88.6763265132904,463,0.7914614176293131,0.9305445469741791,0.01745006941671917,0.14106357448383747,0.7077343196952487,0.22390156102524403,0.3389585273243907,0.17098769424156854,0.897624273144991,0.2867172068042146,0.10490565629744243,0.21674441694545454,0.12788667089363068,0.8501692877575074
