,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3146.766026356936,0.42299487626054255,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3513.5221122926732,0.35574483638625753,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3108.1637815501444,0.43007315690003145,0.019398927688598633,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3130.6772206090386,0.4259449917993623,0.019398927688598633,0,0.1712801267416569,0.061370377294643313,0.6103447929206612,0.4652851860885084,0.19932399113273142,0.15845187633629046,0.3876157893911253,0.41920898285376923,0.571512292779706,0.40433898377019195
4,diabetes,001 knn,003 feature importance selection,3570.0236393418204,0.34538446312259774,0.20943355560302734,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3250.2656540838366,0.4040167205910895,0.20943355560302734,0,0.059449613586950334,0.009047563550786925,0.3071927932944608,0.11673212530885385,0.04453335074493334,0.05140335158939425,0.048969740362828716,0.021863836064683142,0.27233559116334133,0.06847203433376728
6,diabetes,001 knn,004 l1,3241.253071253071,0.4056693081771766,0.006470203399658203,0,False,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3297.5038157992703,0.39535491951737134,0.058580875396728516,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3225.6039386493926,0.40853880327746983,0.058580875396728516,0,0.9026402640264026,0.0,0.9834983498349835,0.9257425742574258,0.9636963696369637,1.0,0.8778877887788779,0.009900990099009901,0.9818481848184818,0.9257425742574258
9,diabetes,001 knn,006 forward selection,3250.4382026654753,0.403985081309724,4.6371049880981445,0,False,False,True,False,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3251.2679621770535,0.40383293288634514,3.9377031326293945,0,False,True,True,True,True,False,True,True,True,False
11,diabetes,001 knn,008 stepwise selection,3267.269041769042,0.4008989032086989,4.628596067428589,0,False,False,True,True,False,True,False,False,True,False
12,diabetes,001 knn,009 bayesian selection,3221.281196485742,0.4093314406569698,31.193058252334595,35,False,False,True,False,False,True,True,True,True,False
13,diabetes,001 knn,013 bayesian weighting,2991.740041694588,0.45142113570077425,80.39602208137512,334,0.15425896531211125,0.001211439811669164,0.57971812621775,0.7506631138000703,0.06069582946429894,0.0840251093437417,0.7490089885279712,0.9322651647946515,0.3626162549942866,0.30773573558410705
