,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,2686.3999516044973,0.479894214255957,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3041.6487659164663,0.41111556363395607,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,2738.0771163725713,0.46988915437249834,0.01936173439025879,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,2819.576781326782,0.45411025024708374,0.01936173439025879,0,0.1809485771254587,0.06224865539757763,0.5815282285975091,0.4751619801773913,0.2131776826462697,0.17669726179367382,0.3942264286534375,0.4220016203818348,0.565667283332739,0.37371264360593154
4,diabetes,001 knn,003 feature importance selection,3709.9658253294624,0.281724715073027,0.23180174827575684,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3018.4986784304965,0.41559758219368026,0.23180174827575684,0,0.05824376881652494,0.00983155693544406,0.25590511120046755,0.11318050202709296,0.04523159743692773,0.052090167242390156,0.05970543656672192,0.020366853687709713,0.33658783533051045,0.04885717075621053
6,diabetes,001 knn,004 l1,3039.999274067456,0.4114349167718593,0.01606130599975586,0,False,True,True,True,True,False,True,False,True,True
7,diabetes,001 knn,005 relieff selection,3017.010591169682,0.41588568627646194,0.057918548583984375,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,3059.8766100811545,0.40758652574589593,0.057918548583984375,0,0.9018003273322422,0.0,0.9803600654664485,0.900163666121113,0.9574468085106383,1.0,0.8887070376432079,0.027823240589198037,0.9738134206219312,0.9083469721767594
9,diabetes,001 knn,006 forward selection,3105.1714503759963,0.3988171284386822,5.752160549163818,0,False,False,True,True,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3066.7008785645144,0.40626529972385617,3.958240032196045,0,False,True,True,True,False,True,True,False,True,True
11,diabetes,001 knn,008 stepwise selection,3121.1684163502346,0.3957200041431793,2.325115442276001,0,False,True,True,False,False,False,False,False,True,True
12,diabetes,001 knn,009 bayesian selection,3033.464615441887,0.41270007230351813,31.1428005695343,39,False,True,True,True,False,True,False,True,True,True
13,diabetes,001 knn,013 bayesian weighting,2344.069205569205,0.5461718366720414,80.6469669342041,399,0.9727317964152452,0.017615106484187036,0.12159845921753931,0.09294402985990924,0.3660887990610412,0.827105538047508,0.3318865168481255,0.09154856860005278,0.0604168711389212,0.4218923989088316
