,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,3540.9728054500783,0.39860063159487813,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3695.4917877019952,0.3723571037739709,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,3424.5556362147263,0.4183729416058142,0.021558284759521484,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3551.797260069987,0.39676220454971045,0.021558284759521484,0,0.1931639829374025,0.04348822397193668,0.5984897594749724,0.4355307533171389,0.23472271541761058,0.1824830454013035,0.3896191406727669,0.4330813908903125,0.605755087560018,0.38821893062949275
4,diabetes,001 knn,003 feature importance selection,4028.0816581043855,0.3158699887952624,0.20371675491333008,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,3726.966197602561,0.3670114851332431,0.20371675491333008,0,0.06342054709849214,0.009927885144637359,0.28598621232252364,0.07690405170646143,0.04399662877939822,0.053935681556959894,0.05334059801259492,0.0203974030968941,0.32973187171991486,0.06235912056212343
6,diabetes,001 knn,004 l1,3690.5505733005734,0.37319632039139183,0.00671839714050293,0,False,True,True,True,False,True,True,False,True,True
7,diabetes,001 knn,005 relieff selection,3677.7626945126945,0.37536821570062295,0.0317234992980957,0,False,False,True,True,True,True,True,False,True,True
8,diabetes,001 knn,012 relieff weighting,3733.5132901496536,0.3658995259234319,0.0317234992980957,0,0.8963815789473685,0.0,0.9868421052631579,0.9325657894736842,0.9703947368421053,1.0,0.8963815789473685,0.03618421052631579,0.9588815789473685,0.9259868421052632
9,diabetes,001 knn,006 forward selection,3847.7373613282703,0.3464996920253146,4.63717246055603,0,False,False,True,False,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3718.847721688631,0.3683903283368777,2.22780704498291,0,True,True,True,True,True,True,True,True,True,False
11,diabetes,001 knn,008 stepwise selection,3798.987677760405,0.3547793458149565,10.44974398612976,0,True,True,True,False,False,False,True,False,True,False
12,diabetes,001 knn,009 bayesian selection,3664.7397066487974,0.3775800419716523,31.569825172424316,135,False,False,True,True,False,False,True,False,False,False
13,diabetes,001 knn,013 bayesian weighting,3169.5044300498844,0.4616908778696607,80.07990026473999,482,0.7042088638896673,0.7924407552036333,0.11486231865852313,0.895595012248556,0.13372083190293954,0.5613477585347418,0.9890004268021342,0.23490092143271596,0.11644550831562821,0.8971354479658395
