,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.519771324955408,0.4315837291773804,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.977335040412285,0.4874428566424788,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,5.944150169162822,0.38788194773766826,0.021297931671142578,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.329142763865688,0.4512143206326842,0.021297931671142578,0,0.34899871709274594,0.5617606782748116,0.5795118366076393,0.5479884761721232,0.5478656948999762,0.4260415773755542,0.5075385851913443,0.6365514258578011
4,abalone,001 knn,003 feature importance selection,5.11975845194785,0.4727763460758414,1.0545964241027832,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.291323991039325,0.4551088308490513,1.0545964241027832,0,0.025915535587860025,0.04722463050145079,0.050135472885680925,0.049697953003806666,0.08572567760873676,0.16142478499781093,0.07189482369007012,0.5079811217245838
6,abalone,001 knn,004 l1,5.911142229481046,0.39128104688089316,0.015453815460205078,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.293337024185329,0.4549015322624739,0.23291254043579102,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.27222679585091,0.4570754261721389,0.23291254043579102,0,0.0,0.7325500069939852,0.6791159602741642,0.4181004336270807,0.9994404811861799,1.0,0.9862917890614072,0.9306196670863057
9,abalone,001 knn,006 forward selection,5.261795147539708,0.4581496588318832,2.965853691101074,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.260969218028934,0.45823471158947726,4.1839683055877686,0,False,False,False,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.261795147539708,0.4581496588318832,2.933677911758423,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.254867545157271,0.45886305105053604,32.79161834716797,14,False,True,True,True,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,4.988618182172079,0.48628093869611955,83.26568269729614,205,0.4633686771065383,0.6863904209772058,0.4648494220540464,0.7060824701561563,0.03721673126711651,0.43695037996884845,0.06606718505108997,0.11586025365681368
