,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8728323699421965,0.8728323699421965,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8901734104046243,0.8901734104046243,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8786127167630058,0.8786127167630058,0.16809535026550293,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8670520231213873,0.8670520231213873,0.16809535026550293,0,0.011751209028707583,0.07865202923960066,0.07926275329804368,0.01659531638377206,0.07846923527360236,0.03284138774333407,0.11210080083444356,0.26078157529650287,0.07213499834689484,0.08248902086061057,0.01396254799267932,0.01439341321987185,0.07161303435489945,0.0749526781270372
4,australian,001 knn,004 l1,0.8670520231213873,0.8670520231213873,0.004117250442504883,0,False,False,False,False,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8728323699421965,0.8728323699421965,0.044679880142211914,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8670520231213873,0.8670520231213873,0.044679880142211914,0,0.8707810993249759,0.0,0.02521823472356932,0.940212150433944,0.5004849660523764,0.3326904532304725,0.1338506304558681,0.9807135969141755,0.926711668273867,0.09932497589199614,0.8784956605593057,1.0,0.18622696411251216,0.3840931134820562
7,australian,001 knn,006 forward selection,0.8670520231213873,0.8670520231213873,3.442392587661743,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.8670520231213873,0.8670520231213873,3.3625855445861816,0,True,True,True,True,True,True,True,True,True,False,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8786127167630058,0.8786127167630058,5.218750715255737,0,False,True,True,False,True,True,False,True,False,True,False,False,True,False
10,australian,001 knn,009 bayesian selection,0.8959537572254336,0.8959537572254335,33.92589974403381,126,False,False,False,True,False,True,False,True,True,False,True,True,True,True
11,australian,001 knn,013 bayesian weighting,0.9190751445086706,0.9190751445086706,88.36810421943665,306,0.7518896366222364,0.2759568471167857,0.053101098614770886,0.5490421460874928,0.1471180297885342,0.9730286494717834,0.2397729162816985,0.4150020048656453,0.3060255635417192,0.4461992374073495,0.5388334721793079,0.0451624969300568,0.19943474247031348,0.9061992252842014
