,dataset,base,method,PM1,PM2,Time,TriesToOpt,age,sex,bmi,bp,s1,s2,s3,s4,s5,s6
0,diabetes,001 knn,000 all,2952.8766286948103,0.4019767634739472,0.0,0,True,True,True,True,True,True,True,True,True,True
1,diabetes,000 rf,000 all,3752.491120432896,0.24003703267872367,0.0,0,True,True,True,True,True,True,True,True,True,True
2,diabetes,001 knn,002 intercorrelation,2917.201436974164,0.40920178378436156,0.02171039581298828,0,True,True,True,True,True,False,True,True,True,True
3,diabetes,001 knn,010 correlation weighting,3208.3051708733524,0.35024679886575405,0.02171039581298828,0,0.18594583723811978,0.0045939580682576526,0.5806980965096394,0.47937382999289335,0.16775003316925477,0.12742095551892016,0.39469788565698777,0.4091669928492947,0.558577607377967,0.36703653530048047
4,diabetes,001 knn,003 feature importance selection,3543.2740488422305,0.28240814601049025,0.20499706268310547,0,False,True,False,True,True,False,True,False,True,False
5,diabetes,001 knn,011 feature importance weighting,2943.1591467500552,0.4039447698400155,0.20499706268310547,0,0.05875557956050047,0.014159595568958818,0.2902505347116795,0.13348747690434437,0.04419178369084046,0.052274604022044605,0.05045814648113076,0.029062403294540233,0.2675214021720713,0.0598384735938896
6,diabetes,001 knn,004 l1,2931.042569428932,0.40639864641405954,0.017096281051635742,0,False,True,True,True,True,False,True,True,True,True
7,diabetes,001 knn,005 relieff selection,3025.2949519767703,0.3873104412673164,0.058012962341308594,0,True,False,True,True,True,True,False,False,True,True
8,diabetes,001 knn,012 relieff weighting,2918.679417020325,0.40890245993109364,0.058012962341308594,0,0.9207920792079208,0.0,0.9900990099009901,0.9405940594059405,0.971947194719472,1.0,0.8976897689768977,0.13366336633663367,0.9686468646864687,0.9323432343234324
9,diabetes,001 knn,006 forward selection,2971.188128210855,0.3982682772812576,8.072217226028442,0,True,False,True,True,False,False,False,False,True,False
10,diabetes,001 knn,007 backward selection,3000.462121212121,0.39233964217658146,3.959489345550537,0,True,True,True,True,True,False,False,True,True,False
11,diabetes,001 knn,008 stepwise selection,3004.7714801578436,0.3914669010809899,6.943341493606567,0,True,False,True,True,False,False,False,False,True,False
12,diabetes,001 knn,009 bayesian selection,2801.804165735984,0.43257229949149234,31.29512643814087,60,False,True,True,False,False,False,False,True,True,False
13,diabetes,001 knn,013 bayesian weighting,2614.421971558336,0.47052136419014223,80.19436550140381,182,0.3200102583876321,0.7900279267144498,0.2749937373855482,0.09934985689654374,0.36324165227195115,0.33541415360758103,0.7925669573235962,0.8423200980162069,0.5759207719844558,0.9309651704323442
