,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8670520231213873,0.8670520231213873,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8554913294797688,0.8554913294797687,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8497109826589595,0.8497109826589595,0.168135404586792,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8208092485549133,0.8208092485549133,0.168135404586792,0,0.012231046686270492,0.07523710339064701,0.08434528816756248,0.018639558339523226,0.07680640050195739,0.02726564779037355,0.11253223513955588,0.2993826346734039,0.0490578948748013,0.08533774219222687,0.011181120870267599,0.011880441651888595,0.06077265778291938,0.07533022793860229
4,australian,001 knn,004 l1,0.8497109826589595,0.8497109826589595,0.0034677982330322266,0,False,False,False,True,True,False,True,True,True,True,False,False,False,False
5,australian,001 knn,005 relieff selection,0.8439306358381503,0.8439306358381503,0.05717658996582031,0,True,False,False,True,True,True,False,True,True,True,True,True,True,False
6,australian,001 knn,012 relieff weighting,0.815028901734104,0.815028901734104,0.05717658996582031,0,0.8416468725257323,0.0,0.020050125313283207,0.9081551860649247,0.48120300751879697,0.40300870942201106,0.13199665831244778,1.0,0.8701504354711006,0.07205067300079177,0.779889152810768,0.9699129057798892,0.28237259816207183,0.27736006683375103
7,australian,001 knn,006 forward selection,0.8265895953757225,0.8265895953757225,3.561938762664795,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.815028901734104,0.815028901734104,3.37231707572937,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.861271676300578,0.861271676300578,3.5532331466674805,0,True,False,False,False,True,False,True,True,True,False,False,False,True,False
10,australian,001 knn,009 bayesian selection,0.861271676300578,0.861271676300578,34.238990783691406,31,True,True,False,False,True,False,False,True,True,False,False,True,True,False
11,australian,001 knn,013 bayesian weighting,0.884393063583815,0.884393063583815,88.60510802268982,258,0.749851056968233,0.9909846225674789,0.6955012998250412,0.2043557954343072,0.9085995669693367,0.34511541981667776,0.0700907750727925,0.7285943103016294,0.46581210272566603,0.5937988443242072,0.0100271351468103,0.9971133078568681,0.24400325755243482,0.040967393651721036
