,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.922579609156026,0.4006595559041781,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,5.095043244278429,0.48440279705275224,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.1211066230075595,0.3805694471173161,0.021057844161987305,0,True,False,False,True,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.708067947361343,0.42236724463579123,0.021057844161987305,0,0.36880390156903,0.5596831705949988,0.5772693483303286,0.6145504475407855,0.5470408863041613,0.4215251833756149,0.5123413205175693,0.6389113419105084
4,abalone,001 knn,003 feature importance selection,5.395813972211998,0.45396604929303463,1.06278395652771,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.484118026457349,0.4450300459668739,1.06278395652771,0,0.029799531450724122,0.04879906873621326,0.04700586229215968,0.050634459192609164,0.08124003949967598,0.1644539532304506,0.06662446389345028,0.511442621704717
6,abalone,001 knn,004 l1,6.0561621008040545,0.3871415628756024,0.006783962249755859,0,False,False,False,True,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.481878388564876,0.4452566880143718,0.22334861755371094,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.460013496751224,0.4474693242024008,0.22334861755371094,0,0.0,0.7457986160146872,0.7000423668973309,0.3667561078943652,0.9966106482135292,1.0,0.982488349103234,0.9206326790001412
9,abalone,001 knn,006 forward selection,5.463112684380397,0.44715569929356314,2.9526777267456055,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.462967675037514,0.4471703736364505,4.155277490615845,0,False,False,False,True,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.462967675037514,0.4471703736364505,4.003984212875366,0,False,False,False,True,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.448728912155658,0.4486112772683398,32.72559857368469,15,True,True,False,False,False,True,True,True
13,abalone,001 knn,013 bayesian weighting,5.213978913925144,0.47236700154319156,83.81462979316711,395,0.4967736729244566,0.736446494577856,0.4277396215701021,0.8990981009662244,0.0676759852666092,0.8085800257173521,0.06941486138390748,0.23658071043041162
