,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8265895953757225,0.8265895953757225,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8728323699421965,0.8728323699421965,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8208092485549133,0.8208092485549133,0.14712095260620117,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8554913294797688,0.8554913294797687,0.14712095260620117,0,0.010774299739248174,0.07213612662829992,0.08464568398681227,0.019640381806330744,0.0733364462685298,0.026108342410345767,0.09157428444973408,0.27616876379197436,0.06281701344469119,0.0941731314347967,0.01137730752399701,0.014818590072314699,0.07196424986853034,0.09046537857439495
4,australian,001 knn,004 l1,0.8554913294797688,0.8554913294797687,0.012316226959228516,0,False,False,False,True,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8554913294797688,0.8554913294797687,0.057715654373168945,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8728323699421965,0.8728323699421965,0.057715654373168945,0,0.8285243198680956,0.0,0.029437229437229484,0.9043693322341303,0.48831168831168836,0.3619126133553174,0.11948051948051952,1.0,0.8466611706512778,0.06347897774113767,0.7856553998351196,0.9521846661170651,0.2718614718614719,0.36709956709956715
7,australian,001 knn,006 forward selection,0.8728323699421965,0.8728323699421965,3.461005210876465,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.8728323699421965,0.8728323699421965,3.3646740913391113,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8728323699421965,0.8728323699421965,6.903058290481567,0,False,True,False,True,True,False,False,True,False,True,True,True,False,True
10,australian,001 knn,009 bayesian selection,0.8959537572254336,0.8959537572254335,34.41123938560486,39,False,False,True,False,False,False,False,True,False,False,False,False,True,True
11,australian,001 knn,013 bayesian weighting,0.8959537572254336,0.8959537572254335,88.25857663154602,256,0.8422733589265582,0.2810610269041674,0.6848822807905912,0.42254952145971536,0.6241602543478751,0.8169150696723925,0.038528825682308435,0.24365345188441748,0.13776059659996234,0.9971476522856746,0.09356219318175762,0.9977875120159646,0.16303500553477954,0.5254911449695746
