,dataset,base,method,PM1,PM2,Time,TriesToOpt,Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell
0,abalone,001 knn,000 all,5.67229660205685,0.42932410066448,0.0,0,True,True,True,True,True,True,True,True
1,abalone,000 rf,000 all,4.647900902305096,0.5323860486273719,0.0,0,True,True,True,True,True,True,True,True
2,abalone,001 knn,002 intercorrelation,6.0280672262959705,0.39353088758193444,0.021687984466552734,0,True,False,False,False,False,False,False,True
3,abalone,001 knn,010 correlation weighting,5.459501363388636,0.4507329096039253,0.021687984466552734,0,0.3545497632693752,0.5652511089317183,0.5830252462238815,0.5464353009439387,0.5491105613269481,0.4288088409619119,0.5125383328704365,0.635052535105043
4,abalone,001 knn,003 feature importance selection,5.163297949520116,0.48053321121974246,1.0709569454193115,0,False,True,False,True,False,True,False,True
5,abalone,001 knn,011 feature importance weighting,5.366737586173947,0.46006564653600956,1.0709569454193115,0,0.0264063163665773,0.05168590152052501,0.04874530761936098,0.05191548351424864,0.08404130524438275,0.1572847492407646,0.07144860861574888,0.5084723278783918
6,abalone,001 knn,004 l1,6.0608270619815405,0.3902350005711659,0.015536069869995117,0,False,False,False,False,False,False,False,True
7,abalone,001 knn,005 relieff selection,5.363598142747941,0.46038149826701735,0.23160672187805176,0,False,True,True,False,True,True,True,True
8,abalone,001 knn,012 relieff weighting,5.359428969310041,0.4608009486180966,0.23160672187805176,0,0.0,0.7501079602706204,0.6856196919533611,0.3988772131855477,1.0,0.9916510724053549,0.9827263567007342,0.9429969771124226
9,abalone,001 knn,006 forward selection,5.3560408468050165,0.4611418193435296,2.9618449211120605,0,False,False,False,False,False,True,False,True
10,abalone,001 knn,007 backward selection,5.3560408468050165,0.4611418193435296,4.393268346786499,0,False,False,False,False,False,True,False,True
11,abalone,001 knn,008 stepwise selection,5.3560408468050165,0.4611418193435296,4.993942499160767,0,False,False,False,False,False,True,False,True
12,abalone,001 knn,009 bayesian selection,5.342565041866029,0.46249758714665157,32.98941087722778,140,False,True,True,True,False,True,False,True
13,abalone,001 knn,013 bayesian weighting,5.037645871967102,0.4931747596773709,83.93612384796143,312,0.42510408961964496,0.3097445976153432,0.5288552379905375,0.8871933994030227,0.12380605826770064,0.9478634316961551,0.036000153123558996,0.25446235692429153
