,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8265895953757225,0.8265895953757225,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8439306358381503,0.8439306358381503,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8265895953757225,0.8265895953757225,0.14499711990356445,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.815028901734104,0.815028901734104,0.14499711990356445,0,0.009705848025506588,0.07123520444601067,0.07199896009160069,0.018701963592683005,0.08025720534655767,0.027597429250905595,0.09535249614656474,0.30688294024686935,0.06592137360021484,0.09489651862162281,0.012427543555190278,0.012255621311807251,0.05824296599747043,0.07452392976699601
4,australian,001 knn,004 l1,0.815028901734104,0.815028901734104,0.0064394474029541016,0,False,False,False,False,True,False,True,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8208092485549133,0.8208092485549133,0.05506563186645508,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.815028901734104,0.815028901734104,0.05506563186645508,0,0.8432304038004751,0.003308519437551727,0.0,0.8859857482185273,0.5641025641025641,0.3159144893111639,0.13234077750206785,1.0,0.8558986539984165,0.12430720506730007,0.7988915281076802,0.9730799683293745,0.20181968569065345,0.36228287841191065
7,australian,001 knn,006 forward selection,0.8265895953757225,0.8265895953757225,3.4267690181732178,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.8265895953757225,0.8265895953757225,3.3641483783721924,0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8208092485549133,0.8208092485549133,5.296064376831055,0,True,False,True,False,True,True,False,True,True,True,False,True,False,True
10,australian,001 knn,009 bayesian selection,0.8439306358381503,0.8439306358381503,33.81452465057373,10,True,True,False,True,False,False,False,True,True,True,False,False,True,False
11,australian,001 knn,013 bayesian weighting,0.8670520231213873,0.8670520231213873,87.98306632041931,152,0.17866266142296433,0.2762280590707982,0.06833220665440792,0.11759410113242752,0.15978497180202167,0.012785085815861519,0.16038817277805795,0.02999054455917633,0.0014127519174063575,0.8273771126118885,0.07659473837659166,0.663692212266009,0.8264554142398485,0.7649900087640839
