,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8554913294797688,0.8554913294797687,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.861271676300578,0.861271676300578,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8554913294797688,0.8554913294797687,0.1624293327331543,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8554913294797688,0.8554913294797687,0.1624293327331543,0,0.01049715898598783,0.08059414288610486,0.07214093039077146,0.021706452895644796,0.07711244158295895,0.02513434345920732,0.09391786138640146,0.2890135020493025,0.0665406449678691,0.09266707056147017,0.013292592081684994,0.009831966711402892,0.07017629987082373,0.07737459217036999
4,australian,001 knn,004 l1,0.8670520231213873,0.8670520231213873,0.012005090713500977,0,False,False,False,False,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8497109826589595,0.8497109826589595,0.04335808753967285,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.884393063583815,0.884393063583815,0.04335808753967285,0,0.8088851634534786,0.0,0.03022222222222226,0.9044425817267393,0.5937777777777777,0.36127409891031015,0.12088888888888893,1.0,0.8608549874266554,0.03604358759430008,0.7837384744341995,0.953059513830679,0.23288888888888892,0.3004444444444444
7,australian,001 knn,006 forward selection,0.8554913294797688,0.8554913294797687,3.461639404296875,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.861271676300578,0.861271676300578,4.881218433380127,0,False,True,True,True,True,True,True,True,False,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.861271676300578,0.861271676300578,3.4123127460479736,0,False,False,False,True,True,True,True,True,False,False,True,True,True,False
10,australian,001 knn,009 bayesian selection,0.8786127167630058,0.8786127167630058,34.07988977432251,1,False,False,True,True,True,False,False,True,True,True,True,False,True,False
11,australian,001 knn,013 bayesian weighting,0.9017341040462428,0.9017341040462428,88.13205885887146,127,0.13891532217894023,0.4867603826954541,0.9120834027548599,0.3126261734616824,0.15364443534954797,0.9234089755352585,0.6522932675091608,0.15097399042435405,0.921191414622519,0.04761621539076077,0.2726973980026701,0.5180768164825961,0.5847291159384529,0.2289483846024615
